% fall rate data for deployment 3/7/16
% hh mm ss range
2016 7 3 6	8	15	204
2016 7 3 6	10	0	269.4
2016 7 3 6	10	30	302.5
2016 7 3 6	11	0	340.1
2016 7 3 6	11	30	382.8
2016 7 3 6	12	0	420.9
2016 7 3 6	12	30	459
2016 7 3 6	13	0	506
2016 7 3 6	13	30	536
2016 7 3 6	14	0	576.2
2016 7 3 6	14	30	615.3
2016 7 3 6	15	0	655.4
2016 7 3 6	16	0	769.5
2016 7 3 6	16	30	807.7
2016 7 3 6	17	0	860.5
2016 7 3 6	18	0	915.5
2016 7 3 6	18	30	948.5
2016 7 3 6	19	0	948.5
