* Sea-Bird SBE37 Data File:
* FileName = C:\Users\edaly\Documents\Cruise_material_data_misc\TC24015\ODISSEA_Deployment\TC24015_5509_predip_data.asc
* Software Version 1.59
* Temperature SN = 5509
* Conductivity SN = 5509
* System UpLoad Time = Jun 24 2024 12:00:50
** TC24015 Pre calibration dip data from sn5509
* ds
* SBE37-SM V 2.6b  SERIAL NO. 5509    24 Jun 2024  10:57:03
* not logging: received stop command
* sample interval = 10 seconds
* samplenumber = 1182, free = 189468
* do not transmit real-time data
* output salinity with each sample
* do not output sound velocity with each sample
* store time with each sample
* number of samples to average = 1
* serial sync mode disabled
* wait time after serial sync sampling = 0 seconds
* internal pump not installed
* temperature = 15.86 deg C

* S>
* SBE37-SM V 2.6b  5509
* temperature:  26-mar-24
*     TA0 = -4.991697e-05
*     TA1 = 2.779801e-04
*     TA2 = -2.559322e-06
*     TA3 = 1.547837e-07
* conductivity:  26-mar-24
*     G = -9.993596e-01
*     H = 1.403798e-01
*     I = -9.615057e-05
*     J = 3.082059e-05
*     CPCOR = -9.570000e-08
*     CTCOR = 3.250000e-06
*     WBOTC = 4.235088e-05
* pressure S/N 227852, range = 10000 psia:  25-mar-24
*     PA0 = 2.160976e+01
*     PA1 = 4.541996e-01
*     PA2 = -3.668017e-08
*     PTCA0 = -2.878414e+01
*     PTCA1 = 2.050492e+00
*     PTCA2 = 1.944853e-03
*     PTCSB0 = 2.678200e+01
*     PTCSB1 = 4.600000e-03
*     PTCSB2 = 0.000000e+00
*     POFFSET = 0.000000e+00
* rtc:  26-mar-24
*     RTCA0 = 9.999873e-01
*     RTCA1 = 1.814013e-06
*     RTCA2 = -3.527169e-08

* S> 
*END*
start time =  24 Jun 2024  07:36:20
sample interval = 10 seconds
start sample number = 1
 16.5526, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:55:51
 16.5365, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 08:56:01
 16.5316, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:56:11
 16.5089, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 08:56:21
 16.4942, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 08:56:31
 16.5060, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 08:56:41
 16.5033, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:56:51
 16.5225, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:57:01
 16.5309, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:57:11
 16.5360, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 08:57:21
 16.5169, 0.00005,   -0.035,   0.0084, 24 Jun 2024, 08:57:31
 16.5065, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 08:57:41
 16.5065, 0.00004,   -0.035,   0.0084, 24 Jun 2024, 08:57:51
 16.4955, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:58:01
 16.4840, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:58:11
 16.4920, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 08:58:21
 16.4880, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:58:31
 16.4765, 0.00005,   -0.035,   0.0084, 24 Jun 2024, 08:58:41
 16.4716, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 08:58:51
 16.4868, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:59:01
 16.4966, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:59:11
 16.4913, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 08:59:21
 16.4794, 0.00005,   -0.035,   0.0084, 24 Jun 2024, 08:59:31
 16.4899, 0.00005,   -0.035,   0.0084, 24 Jun 2024, 08:59:41
 16.4924, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 08:59:51
 16.4823, 0.00004,   -0.035,   0.0084, 24 Jun 2024, 09:00:01
 16.4764, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 09:00:11
 16.4875, 0.00004,   -0.158,   0.0084, 24 Jun 2024, 09:00:21
 16.4922, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:00:31
 16.4936, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:00:41
 16.5059, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:00:51
 16.5060, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:01:01
 16.4929, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:01:11
 16.4937, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:01:21
 16.5008, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:01:31
 16.5017, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:01:41
 16.5052, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:01:51
 16.5124, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:02:01
 16.5011, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:02:11
 16.5036, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:02:21
 16.5157, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:02:31
 16.5177, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:02:41
 16.5093, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:02:51
 16.5180, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:03:01
 16.5242, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:03:11
 16.5281, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:03:21
 16.5115, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:03:31
 16.5100, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:03:41
 16.5102, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:03:51
 16.5143, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:04:01
 16.5095, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:04:11
 16.5038, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:04:21
 16.5004, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:04:31
 16.4977, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:04:41
 16.4911, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:04:51
 16.5026, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:05:01
 16.5042, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:05:11
 16.5128, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:05:21
 16.5168, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:05:31
 16.5218, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:05:41
 16.5299, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:05:51
 16.5090, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:06:01
 16.4991, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:06:11
 16.4999, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:06:21
 16.4859, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:06:31
 16.4781, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:06:41
 16.4782, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:06:51
 16.4873, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:07:01
 16.4931, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:07:11
 16.4803, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:07:21
 16.4827, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:07:31
 16.4833, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:07:41
 16.4891, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:07:51
 16.4813, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:08:01
 16.4648, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:08:11
 16.4682, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:08:21
 16.4745, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:08:31
 16.4844, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:08:41
 16.4683, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:08:51
 16.4759, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:09:01
 16.4662, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:09:11
 16.4679, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:09:21
 16.4745, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:09:31
 16.4808, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:09:41
 16.4902, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:09:51
 16.4922, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:10:01
 16.4955, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:10:11
 16.4792, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:10:21
 16.4690, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:10:31
 16.4585, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:10:41
 16.4668, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:10:51
 16.4743, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:11:01
 16.4826, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:11:11
 16.4765, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:11:21
 16.4666, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:11:31
 16.4700, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:11:41
 16.4726, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:11:51
 16.4691, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:12:01
 16.4674, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:12:11
 16.4622, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:12:21
 16.4613, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:12:31
 16.4644, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:12:41
 16.4647, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:12:51
 16.4494, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:13:01
 16.4481, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:13:11
 16.4545, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:13:21
 16.4610, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:13:31
 16.4664, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:13:41
 16.4582, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:13:51
 16.4570, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:14:01
 16.4495, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:14:11
 16.4363, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:14:21
 16.4257, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:14:31
 16.4251, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:14:41
 16.4276, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:14:51
 16.4299, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:15:01
 16.4368, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:15:11
 16.4411, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:15:21
 16.4503, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:15:31
 16.4623, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:15:41
 16.4651, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:15:51
 16.4705, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:16:01
 16.4731, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:16:11
 16.4812, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:16:21
 16.4814, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:16:31
 16.4843, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:16:41
 16.4769, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:16:51
 16.4683, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:17:01
 16.4699, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:17:11
 16.4688, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:17:21
 16.4591, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:17:31
 16.4682, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:17:41
 16.4680, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:17:51
 16.4732, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:18:01
 16.4798, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:18:11
 16.4821, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:18:21
 16.4807, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:18:31
 16.4750, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:18:41
 16.4662, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:18:51
 16.4688, 0.00006,   -0.158,   0.0084, 24 Jun 2024, 09:19:01
 16.4708, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:19:11
 16.4768, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:19:21
 16.4811, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:19:31
 16.4829, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:19:41
 16.4887, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:19:51
 16.4899, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:20:01
 16.4747, 0.00006,   -0.158,   0.0084, 24 Jun 2024, 09:20:11
 16.4683, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:20:21
 16.4731, 0.00006,   -0.282,   0.0084, 24 Jun 2024, 09:20:31
 16.4735, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:20:41
 16.4753, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:20:51
 16.4818, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:21:01
 16.4872, 0.00006,   -0.158,   0.0084, 24 Jun 2024, 09:21:11
 16.4905, 0.00006,   -0.282,   0.0084, 24 Jun 2024, 09:21:21
 16.4946, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:21:31
 16.4895, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:21:41
 16.4890, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:21:51
 16.4927, 0.00006,   -0.282,   0.0084, 24 Jun 2024, 09:22:01
 16.4947, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:22:11
 16.4881, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:22:21
 16.4911, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:22:31
 16.4941, 0.00006,   -0.282,   0.0084, 24 Jun 2024, 09:22:41
 16.4855, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:22:51
 16.4899, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:23:01
 16.4877, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:23:11
 16.4827, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:23:21
 16.4877, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:23:31
 16.4904, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:23:41
 16.4926, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:23:51
 16.4986, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:24:01
 16.4877, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:24:11
 16.4761, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:24:21
 16.4755, 0.00006,   -0.282,   0.0084, 24 Jun 2024, 09:24:31
 16.4720, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:24:41
 16.4751, 0.00006,   -0.158,   0.0084, 24 Jun 2024, 09:24:51
 16.4803, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:25:01
 16.4777, 0.00006,   -0.158,   0.0084, 24 Jun 2024, 09:25:11
 16.4793, 0.00006,   -0.282,   0.0084, 24 Jun 2024, 09:25:21
 16.4843, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:25:31
 16.4679, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:25:41
 16.4790, 0.00006,   -0.282,   0.0084, 24 Jun 2024, 09:25:51
 16.4446, 0.00005,   -0.282,   0.0084, 24 Jun 2024, 09:26:01
 16.3711, 0.00005,   -0.158,   0.0084, 24 Jun 2024, 09:26:11
 16.3173, 0.00005,   -0.158,   0.0083, 24 Jun 2024, 09:26:21
 16.2118, 0.00004,   -0.035,   0.0083, 24 Jun 2024, 09:26:31
 16.0991, 0.00004,   -0.035,   0.0082, 24 Jun 2024, 09:26:41
 16.0137, 0.00004,    0.089,   0.0082, 24 Jun 2024, 09:26:51
 15.9625, 0.00003,    0.089,   0.0082, 24 Jun 2024, 09:27:01
 15.9891, 0.00004,    0.089,   0.0082, 24 Jun 2024, 09:27:11
 15.7604, 0.00002,    0.213,   0.0081, 24 Jun 2024, 09:27:21
 15.2690, 0.00000,    0.583,   0.0000, 24 Jun 2024, 09:27:31
 14.9568,-0.00001,    0.831,   0.0000, 24 Jun 2024, 09:27:41
 14.8071,-0.00001,    0.954,   0.0000, 24 Jun 2024, 09:27:51
 14.6795,-0.00002,    0.954,   0.0000, 24 Jun 2024, 09:28:01
 14.5871,-0.00002,    1.078,   0.0000, 24 Jun 2024, 09:28:11
 14.5233,-0.00003,    1.201,   0.0000, 24 Jun 2024, 09:28:21
 14.0677, 0.52607,    1.572,   3.6598, 24 Jun 2024, 09:28:31
 14.0424, 4.23150,    5.280,  35.3113, 24 Jun 2024, 09:28:41
 14.0428, 4.23696,    7.381,  35.3610, 24 Jun 2024, 09:28:51
 14.0472, 4.24943,    7.752,  35.4733, 24 Jun 2024, 09:29:01
 14.0413, 4.23980,    7.134,  35.3890, 24 Jun 2024, 09:29:11
 14.0366, 4.24107,    7.875,  35.4049, 24 Jun 2024, 09:29:21
 14.0366, 4.24168,    8.122,  35.4105, 24 Jun 2024, 09:29:31
 14.0384, 4.24079,    5.651,  35.4016, 24 Jun 2024, 09:29:41
 14.0410, 4.24310,    4.785,  35.4211, 24 Jun 2024, 09:29:51
 14.1064, 1.37168,    4.167,  10.2419, 24 Jun 2024, 09:30:01
 14.1140, 1.90135,    4.662,  14.5990, 24 Jun 2024, 09:30:11
 14.0956, 2.79721,    4.785,  22.2866, 24 Jun 2024, 09:30:21
 14.0384, 4.24376,    6.021,  35.4292, 24 Jun 2024, 09:30:31
 14.0349, 4.24507,   14.796,  35.4409, 24 Jun 2024, 09:30:41
 14.0327, 4.24582,   22.582,  35.4467, 24 Jun 2024, 09:30:51
 14.0085, 4.24448,   30.739,  35.4530, 24 Jun 2024, 09:31:01
 13.6091, 4.22422,   39.390,  35.6297, 24 Jun 2024, 09:31:11
 13.3766, 4.19361,   47.794,  35.5537, 24 Jun 2024, 09:31:21
 12.4331, 4.12779,   57.187,  35.8096, 24 Jun 2024, 09:31:31
 12.2703, 4.10058,   66.827,  35.6964, 24 Jun 2024, 09:31:41
 12.0164, 4.07050,   76.220,  35.6412, 24 Jun 2024, 09:31:51
 11.8102, 4.04319,   86.478,  35.5661, 24 Jun 2024, 09:32:01
 11.6920, 4.02967,   96.612,  35.5417, 24 Jun 2024, 09:32:11
 11.6933, 4.03476,  105.882,  35.5865, 24 Jun 2024, 09:32:21
 11.4991, 4.02176,  116.016,  35.6403, 24 Jun 2024, 09:32:31
 11.4690, 4.01310,  125.532,  35.5792, 24 Jun 2024, 09:32:41
 11.4432, 4.01046,  134.678,  35.5738, 24 Jun 2024, 09:32:51
 11.4048, 4.00391,  144.441,  35.5414, 24 Jun 2024, 09:33:01
 11.3562, 3.99987,  154.329,  35.5436, 24 Jun 2024, 09:33:11
 11.3224, 3.99504,  163.598,  35.5241, 24 Jun 2024, 09:33:21
 11.2746, 3.99047,  172.991,  35.5204, 24 Jun 2024, 09:33:31
 11.2655, 3.99286,  181.889,  35.5490, 24 Jun 2024, 09:33:41
 11.2538, 3.98634,  191.405,  35.4911, 24 Jun 2024, 09:33:51
 11.2319, 3.98511,  200.427,  35.4959, 24 Jun 2024, 09:34:01
 11.2113, 3.98332,  210.685,  35.4933, 24 Jun 2024, 09:34:11
 11.2019, 3.98267,  218.224,  35.4925, 24 Jun 2024, 09:34:21
 11.1807, 3.98081,  226.875,  35.4906, 24 Jun 2024, 09:34:31
 11.1760, 3.98074,  235.527,  35.4905, 24 Jun 2024, 09:34:41
 11.1611, 3.97892,  244.425,  35.4827, 24 Jun 2024, 09:34:51
 11.1458, 3.97839,  253.694,  35.4880, 24 Jun 2024, 09:35:01
 11.1358, 3.97723,  262.840,  35.4820, 24 Jun 2024, 09:35:11
 11.1218, 3.97619,  271.615,  35.4812, 24 Jun 2024, 09:35:21
 11.1067, 3.97457,  281.255,  35.4753, 24 Jun 2024, 09:35:31
 11.0777, 3.97225,  290.153,  35.4761, 24 Jun 2024, 09:35:41
 11.0654, 3.97173,  299.793,  35.4785, 24 Jun 2024, 09:35:51
 11.0543, 3.97054,  308.568,  35.4734, 24 Jun 2024, 09:36:01
 11.0393, 3.96947,  317.219,  35.4733, 24 Jun 2024, 09:36:11
 11.0207, 3.96747,  326.612,  35.4670, 24 Jun 2024, 09:36:21
 11.0017, 3.96615,  335.634,  35.4681, 24 Jun 2024, 09:36:31
 10.9763, 3.96476,  344.285,  35.4749, 24 Jun 2024, 09:36:41
 10.9452, 3.96202,  353.060,  35.4735, 24 Jun 2024, 09:36:51
 10.9329, 3.96002,  361.588,  35.4616, 24 Jun 2024, 09:37:01
 10.9054, 3.95685,  371.475,  35.4520, 24 Jun 2024, 09:37:11
 10.8721, 3.95415,  380.250,  35.4532, 24 Jun 2024, 09:37:21
 10.8260, 3.95086,  390.013,  35.4604, 24 Jun 2024, 09:37:31
 10.7956, 3.94853,  400.271,  35.4618, 24 Jun 2024, 09:37:41
 10.7754, 3.94621,  409.788,  35.4538, 24 Jun 2024, 09:37:51
 10.7505, 3.94443,  419.304,  35.4557, 24 Jun 2024, 09:38:01
 10.6975, 3.93985,  429.068,  35.4566, 24 Jun 2024, 09:38:11
 10.6783, 3.93756,  438.955,  35.4477, 24 Jun 2024, 09:38:21
 10.6201, 3.93179,  447.235,  35.4423, 24 Jun 2024, 09:38:31
 10.5756, 3.92962,  455.516,  35.4598, 24 Jun 2024, 09:38:41
 10.5507, 3.92559,  464.909,  35.4391, 24 Jun 2024, 09:38:51
 10.5023, 3.92215,  473.560,  35.4474, 24 Jun 2024, 09:39:01
 10.4679, 3.91858,  483.447,  35.4403, 24 Jun 2024, 09:39:11
 10.4406, 3.91656,  493.087,  35.4421, 24 Jun 2024, 09:39:21
 10.4079, 3.91448,  502.480,  35.4486, 24 Jun 2024, 09:39:31
 10.3734, 3.91193,  511.255,  35.4523, 24 Jun 2024, 09:39:41
 10.3050, 3.90708,  521.018,  35.4653, 24 Jun 2024, 09:39:51
 10.2772, 3.90345,  529.917,  35.4515, 24 Jun 2024, 09:40:01
 10.2686, 3.90304,  540.175,  35.4511, 24 Jun 2024, 09:40:11
 10.2709, 3.90251,  541.905,  35.4427, 24 Jun 2024, 09:40:21
 10.2709, 3.90344,  541.658,  35.4523, 24 Jun 2024, 09:40:31
 10.2710, 3.90296,  541.040,  35.4476, 24 Jun 2024, 09:40:41
 10.2715, 3.90290,  541.534,  35.4463, 24 Jun 2024, 09:40:51
 10.2711, 3.90250,  541.905,  35.4425, 24 Jun 2024, 09:41:01
 10.2704, 3.90197,  536.096,  35.4404, 24 Jun 2024, 09:41:11
 10.2690, 3.90132,  526.085,  35.4396, 24 Jun 2024, 09:41:21
 10.3028, 3.90414,  516.693,  35.4396, 24 Jun 2024, 09:41:31
 10.3538, 3.90858,  507.053,  35.4393, 24 Jun 2024, 09:41:41
 10.3748, 3.90810,  502.974,  35.4159, 24 Jun 2024, 09:41:51
 10.3472, 3.90741,  503.716,  35.4354, 24 Jun 2024, 09:42:01
 10.3672, 3.90917,  504.581,  35.4334, 24 Jun 2024, 09:42:11
 10.3774, 3.91002,  504.087,  35.4323, 24 Jun 2024, 09:42:21
 10.3820, 3.91049,  503.469,  35.4329, 24 Jun 2024, 09:42:31
 10.3802, 3.91076,  503.963,  35.4372, 24 Jun 2024, 09:42:41
 10.3797, 3.91070,  503.839,  35.4371, 24 Jun 2024, 09:42:51
 10.3774, 3.91063,  503.963,  35.4386, 24 Jun 2024, 09:43:01
 10.3768, 3.91057,  503.839,  35.4386, 24 Jun 2024, 09:43:11
 10.3756, 3.91055,  503.839,  35.4396, 24 Jun 2024, 09:43:21
 10.3760, 3.91063,  504.210,  35.4398, 24 Jun 2024, 09:43:31
 10.3757, 3.91054,  503.592,  35.4395, 24 Jun 2024, 09:43:41
 10.3759, 3.91062,  503.839,  35.4400, 24 Jun 2024, 09:43:51
 10.3766, 3.91063,  503.716,  35.4394, 24 Jun 2024, 09:44:01
 10.3759, 3.91068,  503.963,  35.4405, 24 Jun 2024, 09:44:11
 10.3746, 3.91061,  504.087,  35.4410, 24 Jun 2024, 09:44:21
 10.3744, 3.91058,  504.210,  35.4408, 24 Jun 2024, 09:44:31
 10.3747, 3.91058,  503.839,  35.4407, 24 Jun 2024, 09:44:41
 10.3756, 3.91053,  502.851,  35.4398, 24 Jun 2024, 09:44:51
 10.3759, 3.91054,  502.974,  35.4395, 24 Jun 2024, 09:45:01
 10.3760, 3.91066,  503.345,  35.4405, 24 Jun 2024, 09:45:11
 10.3787, 3.91069,  503.098,  35.4383, 24 Jun 2024, 09:45:21
 10.3793, 3.91074,  502.974,  35.4383, 24 Jun 2024, 09:45:31
 10.3790, 3.91082,  502.603,  35.4395, 24 Jun 2024, 09:45:41
 10.3796, 3.91088,  502.480,  35.4396, 24 Jun 2024, 09:45:51
 10.3783, 3.91084,  502.974,  35.4403, 24 Jun 2024, 09:46:01
 10.3779, 3.91089,  503.592,  35.4409, 24 Jun 2024, 09:46:11
 10.3760, 3.91077,  503.345,  35.4416, 24 Jun 2024, 09:46:21
 10.3749, 3.91069,  504.210,  35.4415, 24 Jun 2024, 09:46:31
 10.3769, 3.91065,  502.974,  35.4397, 24 Jun 2024, 09:46:41
 10.3755, 3.91065,  503.963,  35.4406, 24 Jun 2024, 09:46:51
 10.3745, 3.91065,  503.963,  35.4416, 24 Jun 2024, 09:47:01
 10.3868, 3.91158,  496.548,  35.4424, 24 Jun 2024, 09:47:11
 10.4342, 3.91462,  487.649,  35.4311, 24 Jun 2024, 09:47:21
 10.4642, 3.91635,  478.627,  35.4235, 24 Jun 2024, 09:47:31
 10.4854, 3.91868,  468.987,  35.4308, 24 Jun 2024, 09:47:41
 10.5342, 3.92222,  459.471,  35.4235, 24 Jun 2024, 09:47:51
 10.5588, 3.92560,  449.707,  35.4382, 24 Jun 2024, 09:48:01
 10.6014, 3.92901,  440.562,  35.4354, 24 Jun 2024, 09:48:11
 10.6573, 3.93480,  432.281,  35.4433, 24 Jun 2024, 09:48:21
 10.6808, 3.93739,  423.135,  35.4507, 24 Jun 2024, 09:48:31
 10.7318, 3.94274,  413.990,  35.4592, 24 Jun 2024, 09:48:41
 10.7494, 3.94316,  404.597,  35.4506, 24 Jun 2024, 09:48:51
 10.7761, 3.94504,  395.081,  35.4479, 24 Jun 2024, 09:49:01
 10.8215, 3.94943,  385.688,  35.4523, 24 Jun 2024, 09:49:11
 10.8413, 3.95108,  376.542,  35.4538, 24 Jun 2024, 09:49:21
 10.8860, 3.95511,  366.779,  35.4554, 24 Jun 2024, 09:49:31
