 17.0301,-0.00006,    0.336,   0.0000, 24 Jun 2024, 07:40:56
 17.0443,-0.00006,    0.213,   0.0000, 24 Jun 2024, 07:41:06
 17.0534,-0.00005,    0.213,   0.0000, 24 Jun 2024, 07:41:16
 17.0556,-0.00006,    0.213,   0.0000, 24 Jun 2024, 07:41:26
 17.0675,-0.00006,    0.213,   0.0000, 24 Jun 2024, 07:41:36
 17.0882,-0.00006,    0.213,   0.0000, 24 Jun 2024, 07:41:46
 17.1030,-0.00005,    0.213,   0.0000, 24 Jun 2024, 07:41:56
 17.1140,-0.00006,    0.213,   0.0000, 24 Jun 2024, 07:42:06
 17.1221,-0.00006,    0.213,   0.0000, 24 Jun 2024, 07:42:16
 17.1239,-0.00005,    0.213,   0.0000, 24 Jun 2024, 07:42:26
 17.2765,-0.00005,    0.089,   0.0000, 24 Jun 2024, 07:42:36
 17.2799,-0.00005,    0.089,   0.0000, 24 Jun 2024, 07:42:46
 17.1924,-0.00005,    0.089,   0.0000, 24 Jun 2024, 07:42:56
 17.1404,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:43:06
 17.1377,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:43:16
 17.1130,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:43:26
 17.1169,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:43:36
 17.1288,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:43:46
 17.1172,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:43:56
 17.1030,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:44:06
 17.0971,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:44:16
 17.1044,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:44:26
 17.1040,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:44:36
 17.1040,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:44:46
 17.1031,-0.00007,   -0.035,   0.0000, 24 Jun 2024, 07:44:56
 17.0898,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:45:06
 17.0812,-0.00007,    0.089,   0.0000, 24 Jun 2024, 07:45:16
 17.0782,-0.00007,    0.089,   0.0000, 24 Jun 2024, 07:45:26
 17.0801,-0.00006,    0.089,   0.0000, 24 Jun 2024, 07:45:36
 17.1003,-0.00007,    0.089,   0.0000, 24 Jun 2024, 07:45:46
 17.2198,-0.00006,    0.213,   0.0000, 24 Jun 2024, 07:45:56
 17.5512,-0.00005,   -0.035,   0.0000, 24 Jun 2024, 07:46:06
 17.5811,-0.00005,   -0.035,   0.0000, 24 Jun 2024, 07:46:16
 17.7260,-0.00004,   -0.158,   0.0000, 24 Jun 2024, 07:46:26
 17.5226,-0.00005,   -0.035,   0.0000, 24 Jun 2024, 07:46:36
 17.4348,-0.00006,   -0.158,   0.0000, 24 Jun 2024, 07:46:46
 17.3810,-0.00006,   -0.158,   0.0000, 24 Jun 2024, 07:46:56
 17.3236,-0.00006,   -0.158,   0.0000, 24 Jun 2024, 07:47:06
 17.2951,-0.00006,   -0.158,   0.0000, 24 Jun 2024, 07:47:16
 17.2676,-0.00006,   -0.158,   0.0000, 24 Jun 2024, 07:47:26
 17.2257,-0.00007,   -0.158,   0.0000, 24 Jun 2024, 07:47:36
 17.2035,-0.00007,   -0.158,   0.0000, 24 Jun 2024, 07:47:46
 17.1764,-0.00007,   -0.158,   0.0000, 24 Jun 2024, 07:47:56
 17.1649,-0.00007,   -0.158,   0.0000, 24 Jun 2024, 07:48:06
 17.1595,-0.00007,   -0.158,   0.0000, 24 Jun 2024, 07:48:16
 17.1468,-0.00008,   -0.158,   0.0000, 24 Jun 2024, 07:48:26
 17.1407,-0.00008,   -0.158,   0.0000, 24 Jun 2024, 07:48:36
 17.1059,-0.00008,   -0.158,   0.0000, 24 Jun 2024, 07:48:46
 17.1028,-0.00007,   -0.158,   0.0000, 24 Jun 2024, 07:48:56
 17.1015,-0.00008,   -0.158,   0.0000, 24 Jun 2024, 07:49:06
 17.0620,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:49:16
 17.0114,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:49:26
 17.0317,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:49:36
 17.0591,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:49:46
 17.0683,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:49:56
 17.0196,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:50:06
 16.9855,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:50:16
 16.9488,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:50:26
 16.9689,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:50:36
 17.0047,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:50:46
 17.0853,-0.00008,   -0.158,   0.0000, 24 Jun 2024, 07:50:56
 17.4228,-0.00007,   -0.158,   0.0000, 24 Jun 2024, 07:51:06
 17.2451,-0.00008,    0.089,   0.0000, 24 Jun 2024, 07:51:16
 17.2141,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:51:26
 17.1551,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:51:36
 17.1018,-0.00008,   -0.035,   0.0000, 24 Jun 2024, 07:51:46
 17.0576,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:51:56
 17.0002,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:52:06
 17.0054,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:52:16
 16.9793,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:52:26
 16.9438,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:52:36
 16.9330,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:52:46
 16.9181,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:52:56
 16.9193,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:53:06
 16.8608,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:53:16
 16.8733,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:53:26
 16.8925,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:53:36
 16.8756,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:53:46
 16.8651,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:53:56
 16.8700,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:54:06
 16.8809,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:54:16
 16.8950,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:54:26
 16.8835,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:54:36
 16.8701,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:54:46
 16.7900,-0.00011,    0.089,   0.0000, 24 Jun 2024, 07:54:56
 16.8524,-0.00011,    0.089,   0.0000, 24 Jun 2024, 07:55:06
 17.0315,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:55:16
 17.0693,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:55:26
 17.1150,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:55:36
 17.1266,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:55:46
 17.1124,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:55:56
 17.1273,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:56:06
 17.1353,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:56:16
 17.1274,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:56:26
 17.1667,-0.00009,   -0.035,   0.0000, 24 Jun 2024, 07:56:36
 17.1640,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:56:46
 17.1527,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:56:56
 17.1213,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:57:06
 17.1156,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:57:16
 17.0694,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:57:26
 17.0415,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:57:36
 17.0603,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:57:46
 17.0674,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:57:56
 17.0750,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:58:06
 17.0974,-0.00010,   -0.035,   0.0000, 24 Jun 2024, 07:58:16
 17.0998,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:58:26
 17.0822,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:58:36
 17.0833,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:58:46
 17.0810,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:58:56
 17.0431,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:59:06
 17.0573,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:59:16
 17.0764,-0.00011,    0.089,   0.0000, 24 Jun 2024, 07:59:26
 17.0764,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:59:36
 17.0882,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:59:46
 17.0989,-0.00010,    0.089,   0.0000, 24 Jun 2024, 07:59:56
 17.0989,-0.00010,    0.089,   0.0000, 24 Jun 2024, 08:00:06
 17.1155,-0.00010,    0.089,   0.0000, 24 Jun 2024, 08:00:16
 17.1065,-0.00010,    0.089,   0.0000, 24 Jun 2024, 08:00:26
 17.1210,-0.00010,    0.213,   0.0000, 24 Jun 2024, 08:00:36
 17.1348,-0.00010,    0.089,   0.0000, 24 Jun 2024, 08:00:46
 17.1218,-0.00010,    0.213,   0.0000, 24 Jun 2024, 08:00:56
 17.1366,-0.00010,    0.213,   0.0000, 24 Jun 2024, 08:01:06
 17.1188,-0.00010,    0.213,   0.0000, 24 Jun 2024, 08:01:16
 17.1135,-0.00010,    0.213,   0.0000, 24 Jun 2024, 08:01:26
 17.1018,-0.00010,    0.213,   0.0000, 24 Jun 2024, 08:01:36
 17.1084,-0.00010,    0.213,   0.0000, 24 Jun 2024, 08:01:46
 17.0949,-0.00010,    0.213,   0.0000, 24 Jun 2024, 08:01:56
 17.0891,-0.00010,    0.213,   0.0000, 24 Jun 2024, 08:02:06
 17.0064,-0.00011,    0.336,   0.0000, 24 Jun 2024, 08:02:16
 17.0122,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:02:26
 17.0320,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:02:36
 16.9978,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:02:46
 16.9803,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:02:56
 16.9979,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:03:06
 17.0175,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:03:16
 17.0279,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:03:26
 17.0496,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:03:36
 17.0681,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:03:46
 17.0468,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:03:56
 17.0398,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:04:06
 17.0335,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:04:16
 17.0181,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:04:26
 17.0235,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:04:36
 17.0021,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:04:46
 17.0045,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:04:56
 17.0114,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:05:06
 17.0185,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:05:16
 17.0261,-0.00010,    0.336,   0.0000, 24 Jun 2024, 08:05:26
 17.0285,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:05:36
 17.0242,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:05:46
 16.9998,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:05:56
 17.0096,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:06:06
 16.9953,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:06:16
 17.0013,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:06:26
 16.9874,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:06:36
 16.9373,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:06:46
 16.9520,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:06:56
 16.9226,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:07:06
 16.9064,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:07:16
 16.8634,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:07:26
 16.8777,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:07:36
 16.8898,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:07:46
 16.8808,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:07:56
 16.8770,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:08:06
 16.8784,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:08:16
 16.8612,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:08:26
 16.8723,-0.00010,    0.583,   0.0000, 24 Jun 2024, 08:08:36
 16.9062,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:08:46
 16.9281,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:08:56
 16.9359,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:09:06
 16.9452,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:09:16
 16.9410,-0.00010,    0.583,   0.0000, 24 Jun 2024, 08:09:26
 16.9173,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:09:36
 16.8830,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:09:46
 16.8934,-0.00010,    0.460,   0.0000, 24 Jun 2024, 08:09:56
 16.9071,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:10:06
 16.9310,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:10:16
 16.9435,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:10:26
 16.9642,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:10:36
 16.9930,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:10:46
 17.0078,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:10:56
 16.9929,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:11:06
 16.9890,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:11:16
 16.9600,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:11:26
 16.9480,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:11:36
 16.8734,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:11:46
 16.8458,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:11:56
 16.8207,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:12:06
 16.8548,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:12:16
 16.8757,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:12:26
 16.8739,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:12:36
 16.8866,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:12:46
 16.9014,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:12:56
 16.8975,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:13:06
 16.9212,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:13:16
 16.9519,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:13:26
 16.9622,-0.00009,    0.460,   0.0000, 24 Jun 2024, 08:13:36
 16.9475,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:13:46
 16.9224,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:13:56
 16.9337,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:14:06
 16.9155,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:14:16
 16.8836,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:14:26
 16.8603,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:14:36
 16.8721,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:14:46
 16.8848,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:14:56
 16.8623,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:15:06
 16.8777,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:15:16
 16.8824,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:15:26
 16.8780,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:15:36
 16.8987,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:15:46
 16.8571,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:15:56
 16.8340,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:16:06
 16.8548,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:16:16
 16.8762,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:16:26
 16.8605,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:16:36
 16.8464,-0.00009,    0.583,   0.0000, 24 Jun 2024, 08:16:46
 16.8610,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:16:56
 16.8597,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:17:06
 16.8595,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:17:16
 16.8738,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:17:26
 16.8704,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:17:36
 16.8556,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:17:46
 16.8564,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:17:56
 16.8585,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:18:06
 16.8577,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:18:16
 16.8184,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:18:26
 16.8145,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:18:36
 16.8335,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:18:46
 16.8417,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:18:56
 16.8204,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:19:06
 16.8360,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:19:16
 16.8500,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:19:26
 16.8383,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:19:36
 16.8390,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:19:46
 16.8556,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:19:56
 16.8490,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:20:06
 16.8424,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:20:16
 16.8486,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:20:26
 16.8592,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:20:36
 16.8675,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:20:46
 16.8482,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:20:56
 16.8180,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:21:06
 16.8144,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:21:16
 16.8085,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:21:26
 16.8275,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:21:36
 16.8125,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:21:46
 16.8184,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:21:56
 16.8036,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:22:06
 16.7941,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:22:16
 16.8045,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:22:26
 16.8129,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:22:36
 16.8192,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:22:46
 16.8245,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:22:56
 16.8167,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:23:06
 16.8204,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:23:16
 16.8374,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:23:26
 16.8424,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:23:36
 16.8238,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:23:46
 16.8175,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:23:56
 16.8256,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:24:06
 16.7882,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:24:16
 16.7720,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:24:26
 16.7508,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:24:36
 16.7577,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:24:46
 16.7732,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:24:56
 16.7623,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:25:06
 16.7774,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:25:16
 16.7749,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:25:26
 16.7592,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:25:36
 16.7482,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:25:46
 16.7528,-0.00008,    0.583,   0.0000, 24 Jun 2024, 08:25:56
 16.7550,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:26:06
 16.7570,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:26:16
 16.7659,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:26:26
 16.7520,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:26:36
 16.7246,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:26:46
 16.7231,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:26:56
 16.7267,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:27:06
 16.7466,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:27:16
 16.7317,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:27:26
 16.7263,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:27:36
 16.7392,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:27:46
 16.7496,-0.00007,    0.460,   0.0000, 24 Jun 2024, 08:27:56
 16.7485,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:28:06
 16.7478,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:28:16
 16.7296,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:28:26
 16.7282,-0.00007,    0.460,   0.0000, 24 Jun 2024, 08:28:36
 16.7283,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:28:46
 16.7235,-0.00007,    0.460,   0.0000, 24 Jun 2024, 08:28:56
 16.7205,-0.00007,    0.460,   0.0000, 24 Jun 2024, 08:29:06
 16.7120,-0.00007,    0.460,   0.0000, 24 Jun 2024, 08:29:16
 16.6905,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:29:26
 16.6674,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:29:36
 16.6740,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:29:46
 16.6663,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:29:56
 16.6595,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:30:06
 16.6571,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:30:16
 16.6401,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:30:26
 16.6505,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:30:36
 16.6527,-0.00007,    0.460,   0.0000, 24 Jun 2024, 08:30:46
 16.6618,-0.00007,    0.583,   0.0000, 24 Jun 2024, 08:30:56
 16.6589,-0.00007,    0.460,   0.0000, 24 Jun 2024, 08:31:06
 16.6735,-0.00007,    0.460,   0.0000, 24 Jun 2024, 08:31:16
 16.6879,-0.00007,    0.460,   0.0000, 24 Jun 2024, 08:31:26
