ROCKALL TROUGH WESTERN BOUNDARY 2 - OSNAP 2017
Start: Jun 2016
End:   Jul 2017
Columns =  Mooring: SerialNumber: CMNumber: Depth: Lon
----------------------------------------------
rtwb2_03_2016    9881    001  1000    -12.695
rtwb2_03_2016    9861    002  1350    -12.695
rtwb2_03_2016    9877    003  1765    -12.695




