Pressure,Difference,MicroCAT,minus,CTD,from,Calibration dips,,,from,Calibration dips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruise ID,,1,,,,2,,,,2,,,,3,,,,4,,,,4,,,,5,,,,5,,,,6,,,,6,,,,7,,,,7,,,,8,,,,9,,,,8,,,,10,,
Sensor ID,Mooring,delta P ,Date,Comment,Mooring,delta P,Date ,Comment,Mooring,delta P,Date ,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P,Date ,Comment,Mooring,delta P,Date ,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P,Date,Comment,Mooring,delta P,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment,Mooring,delta P ,Date,Comment
,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,,Configuration,[dbar],,
,,KN221-02,,,,PE399,,,,PE399,,,,KN221-03,,,,PE400,,,,PE400,,,,DY053,,,,DY053,,,,DY054,,,,DY054,,,,DY078,,,,DY078,,,,AR304,,,,MSM74,,,,AR304,,,,DY120,,
11288,rtwb1_01_2014,1.4,21/10/2015,LH,rtwb1_01_2014,1.4,14/12/2015,CRG,,,,,,,,,,,,,nocm3_02_2015,1.5,05/10/2016,CRG,,,,,,,,,nocm3_02_2015,2.3,05/10/2016,CRG,,,,,,,,,rtwb1_04_2017,1,24/01/2019,SJ,rtwb1_04_2017,0,03/12/2020,SJ/LD,,,,,,,,,rteb1_05_2018,-1.2,02/12/2020,SJ/LD
11289,rtwb1_01_2014,1.5,21/10/2015,LH,rtwb1_01_2014,1.7,14/12/2015,CRG,,,,,,,,,,,,,nocm4_02_2015,3.7,05/10/2016,CRG,,,,,,,,,nocm4_02_2015,4.2,05/10/2016,CRG,,,,,,,,,rtwb1_04_2017,0.7,24/01/2019,SJ,rtwb1_04_2017,-0.1,03/12/2020,SJ/LD,,,,,,,,,rteb1_05_2018,-1.5,02/12/2020,SJ/LD
11290,rtwb2_01_2014,-0.7,21/10/2015,LH,rtwb2_01_2014,-0.5,14/12/2015,CRG,,,,,,,,,,,,,nocm4_02_2015,-0.7,05/10/2016,CRG,,,,,,,,,nocm4_02_2015,0.3,05/10/2016,CRG,,,,,,,,,rtwb1_04_2017,1,24/01/2019,SJ,rtwb1_04_2017,0.2,03/12/2020,SJ/LD,,,,,,,,,rteb1_05_2018,-0.9,02/12/2020,SJ/LD
11320,rtwb2_01_2014,1.4,21/10/2015,LH,rtwb2_01_2014,1.4,14/12/2015,CRG,,,,,,,,,,,,,nocm4_02_2015,1.6,05/10/2016,CRG,,,,,,,,,nocm4_02_2015,2.6,05/10/2016,CRG,,,,,,,,,rtwb2_04_2017,1.7,24/01/2019,SJ,rtwb2_04_2017,1.6,19/02/2019,SJ - manually edited .raw file as YY incorrect,,,,,,,,,,,,
11321,rteb1_01_2014,0.3,21/10/2015,LH,rteb1_01_2014,-0.2,21/10/2015,LH,rtwb1_02_2015,-0.3,30/08/2016,CRG,,,,,,,,,,,,,rtwb1_02_2015,1,31/08/2016,LH,nocm1_03_2016,2,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm1_03_2016,1.9,04/02/2019,LH,ib3_01_2018,1.4,01/02/2021,LH,ib3_01_2018,0.1,01/02/2021,LH
11322,rteb1_01_2014,1,21/10/2015,LH,rteb1_01_2014,1,21/10/2015,LH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtwb2_04_2017,2.2,24/01/2019,SJ,rtwb2_04_2017,2.5,24/01/2019,SJ,,,,,,,,,,,,
11323,rteb1_01_2014,0.4,21/10/2015,LH,rteb1_01_2014,1,21/10/2015,LH,rtwb1_02_2015,0.3,30/08/2016,CRG,,,,,,,,,,,,,rtwb1_02_2015,1.9,31/08/2016,LH,nocm1_03_2016,3,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm1_03_2016,3.1,04/02/2019,LH,ib4_01_2018,4.4,02/02/2020,LH,ib4_01_2018,3.7,02/02/2020,LH
11324,rteb1_01_2014,0.2,21/10/2015,LH,rteb1_01_2014,-2.5,21/10/2015,LH,rtwb1_02_2015,0.2,30/08/2016,CRG,,,,,,,,,,,,,rtwb1_02_2015,1,31/08/2016,LH,nocm1_03_2016,1.2,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm1_03_2016,1.6,04/02/2019,LH,ib3_01_2018,0.5,01/02/2021,LH,ib3_01_2018,-1.1,01/02/2021,LH
11325,rteb1_01_2014,1.1,21/10/2015,LH,flooded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rteb1_04_2017,4.9,24/01/2019,SJ,rteb1_04_2017,2.5,24/01/2019,SJ,,,,,,,,,,,,
11326,,,,,,,,,,,,,nocm5_01_2014,-1.3,23/08/2016,CRG,nocm5_01_2014,-1.3,26/08/2016,CRG,nocm1_02_2015,0.5,05/10/2016,CRG,,,,,,,,,nocm1_02_2015,1.8,05/10/2016,CRG,nocm4_03_2016,3.1,04/02/2019,LH,,,,,,,,,,,,,,,,,ib4_01_2018,0.5,02/02/2020,LH,ib4_01_2018,-1.2,02/02/2020,LH
11327,,,,,,,,,,,,,nocm5_01_2014,4.5,24/08/2016,CRG,nocm5_01_2014,2.8,26/08/2016,CRG,nocm5_02_2015,3.2,05/10/2016,CRG,,,,,,,,,nocm5_02_2015,2.9,05/10/2016,CRG,,,,,,,,,rteb1_04_2017,1.2,08/02/2019,SJ,rteb1_04_2017,1.4,08/02/2019,SJ,,,,,,,,,,,,
11328,,,,,,,,,,,,,nocm1_01_2014,-2.3,23/08/2016,CRG,nocm1_01_2014,-0.9,26/08/2016,CRG,nocm1_02_2015,1.5,05/10/2016,CRG,,,,,,,,,nocm1_02_2015,2.4,05/10/2016,CRG,nocm4_03_2016,3.8,04/02/2019,LH,,,,,,,,,,,,,,,,,ib4_01_2018,3.6,02/02/2020,LH,ib4_01_2018,3,02/02/2020,LH
11329,,,,,,,,,,,,,nocm1_01_2014,0.6,23/08/2016,CRG,nocm1_01_2014,0.1,26/08/2016,CRG,,,,,,,,,rteb1_03_2016,0.3,27/07/2017,COD,,,,,,,,,rteb1_03_2016,1.1,26/07/2017,COD,,,,,rtwb1_05_2018,-0.9,03/12/2020,SJ/LD,,,,,,,,,rtwb1_05_2018,-2.3,02/12/2020,SJ/LD
11330,,,,,,,,,,,,,nocm3_01_2014,1.9,24/08/2016,CRG,nocm3_01_2014,3.6,26/08/2016,CRG,nocm1_02_2015,1.9,05/10/2016,CRG,,,,,,,,,nocm1_02_2015,2,05/10/2016,CRG,,,,,,,,,rteb1_04_2017,0.2,08/02/2019,SJ,rteb1_04_2017,1,08/02/2019,SJ,,,,,,,,,,,,
11331,rteb1_01_2014,0.9,21/10/2015,LH,rteb1_01_2014,0.8,21/10/2015,LH,rtwb1_02_2015,1.4,30/08/2016,CRG,,,,,,,,,,,,,rtwb1_02_2015,1.8,31/08/2016,LH,nocm2_03_2016,2,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm2_03_2016,1.7,04/02/2019,LH,ib4_01_2018,1.3,02/02/2020,LH,ib4_01_2018,-0.1,02/02/2020,LH
11332,rteb1_01_2014,1.2,21/10/2015,LH,rteb1_01_2014,2.3,21/10/2015,LH,rtwb1_02_2015,2.1,30/08/2016,CRG,,,,,,,,,,,,,rtwb1_02_2015,2.1,31/08/2016,LH,nocm2_03_2016,2.3,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm2_03_2016,2.2,04/02/2019,LH,ib4_01_2018,0.1,02/02/2020,LH,ib4_01_2018,-1,02/02/2020,LH
11333,rteb1_01_2014,0.8,21/10/2015,LH,rteb1_01_2014,-0.4,21/10/2015,LH,rtwb1_02_2015,0.6,30/08/2016,CRG,,,,,,,,,,,,,rtwb1_02_2015,1.2,31/08/2016,LH,nocm2_03_2016,1.4,04/02/2019,LH,,,,,,,,,,,,,,,,,,,,,nocm2_03_2016,1.7,04/02/2019,LH,ib5_01_2018,-0.3,02/02/2020,LH,ib5_01_2018,-2,02/02/2020,LH
11334,rtwb1_01_2014,0.6,21/10/2015,LH,rtwb1_01_2014,0.6,14/12/2015,CRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rteb1_04_2017,0.8,08/02/2019,SJ,rteb1_04_2017,1,08/02/2019,SJ,,,,,,,,,,,,
11335,rtwb1_01_2014,0.3,21/10/2015,LH,rtwb1_01_2014,-0.3,14/12/2015,CRG,,,,,,,,,,,,,nocm3_02_2015,2,05/10/2016,CRG,,,,,,,,,nocm3_02_2015,3,05/10/2016,CRG,,,,,,,,,rteb1_04_2017,0.7,08/02/2019,SJ,rteb1_04_2017,0.9,08/02/2019,SJ,,,,,,,,,,,,
11336,,,,,,,,,,,,,nocm1_01_2014,0.1,23/08/2016,CRG,nocm1_01_2014,-0.6,26/08/2016,CRG,nocm1_02_2015,0.2,05/10/2016,CRG,,,,,,,,,nocm1_02_2015,0.6,05/10/2016,CRG,nocm5_03_2016,-0.4,04/02/2019,LH,,,,,,,,,,,,,,,,,ib3_01_2018,0,01/02/2021,LH,ib3_01_2018,-1,01/02/2021,LH
11337,,,,,,,,,,,,,nocm1_01_2014,-0.3,23/08/2016,CRG,nocm1_01_2014,0.3,26/08/2016,CRG,,,,,,,,,rteb1_03_2016,-0.9,27/07/2017,COD,,,,,,,,,rteb1_03_2016,-0.1,26/07/2017,COD,,,,,rtwb1_05_2018,1.4,03/12/2020,SJ/LD,,,,,,,,,rtwb1_05_2018,0.2,02/12/2020,SJ/LD
11338,,,,,,,,,,,,,nocm4_01_2014,0.1,21/09/2016,CRG,nocm4_01_2014,5.2,26/08/2016,CRG,nocm5_02_2015,5.7,05/10/2016,CRG,,,,,,,,,nocm5_02_2015,5,05/10/2016,CRG,,,,,,,,,rteb1_04_2017,0.4,08/02/2019,SJ,rteb1_04_2017,0.5,08/02/2019,SJ,,,,,,,,,,,,
11339,,,,,,,,,,,,,nocm1_01_2014,1.3,23/08/2016,CRG,nocm1_01_2014,2.2,26/08/2016,CRG,,,,,,,,,rteb1_03_2016,0.3,27/07/2017,COD,,,,,,,,,rteb1_03_2016,2.2,26/07/2017,COD,,,,,,,,,,,,,ib5_01_2018,-0.9,02/02/2020,LH,ib5_01_2018,-1.9,02/02/2020,LH
