CTD number,cast,timeS,prDM,depSM,t090C,t190C,c0S/m,c1S/m,sal00,sal11,sbeox0V,sbeox0Mm/L,OxygenSensor_sn1417,AltimeterSensor_sn60360,FluoroWetlabECO_AFL_FL_Sensor_sn940,TurbidityMeter_sn940,WET_LabsCStar_sn1098,OxygenSensor_sn1416,FluoroWetlabECO_AFL_FL_Sensor_sn5497,oxy0dV/dt,potemp090C,potemp190C,sigma-theta00,sigma-theta11,svel00,svel11,sbeox0PS,sbeox1Mm/L,sbeox1PS,prDM_QC,CTDvel,id
TC24015_015,SS,0.229,0.501,0.502,15.9339,16.0266,0.089199,0.103593,0.538050337,0.627352835,2.639,304.6278072,2.6389,4.9816,0.0699,4.9426,2.5668,,,-1.94E-07,15.93384238,16.02654194,-0.629187458,-0.575488918,1469.8276,1470.249932,98.94190517,303.8308914,98.9308358,0,3.88E-06,0
TC24015_015,SS,0.729,0.491,0.487,15.934,16.0248,0.087127,0.100805,0.525054566,0.60978722,2.639,304.6508313,2.6396,4.9817,0.0698,4.9426,2.5671,,,0,15.93394353,16.02474311,-0.639227706,-0.58873349,1469.812285,1470.22274,98.94178255,303.8751921,98.93093923,0,-0.02,0
TC24015_015,SS,1.229,0.477,0.472,15.9339,16.0233,0.085509,0.099279,0.514920722,0.600191569,2.639,304.6697371,2.6392,4.9817,0.0692,4.9426,2.5677,,,0,15.93384515,16.02324475,-0.64702846,-0.595884581,1469.799633,1470.205985,98.94162204,303.9025671,98.93094521,0,-0.028,0
TC24015_015,SS,1.729,0.462,0.451,15.9332,16.0225,0.084935,0.097803,0.511336569,0.590908353,2.6393,304.8432167,2.6387,4.9817,0.0686,4.9428,2.568,,,0.0006,15.93314688,16.02244649,-0.649679513,-0.602910028,1469.792725,1470.191967,98.99433379,304.0863004,98.98350135,0,-0.03,0
TC24015_015,SS,2.229,0.462,0.46,15.9325,16.0224,0.085548,0.095805,0.515182591,0.578340274,2.6394,304.7752272,2.639,4.9817,0.0702,4.9426,2.5679,,,0.0002,15.93244688,16.0223465,-0.646598799,-0.612582767,1469.794922,1470.176665,98.97309695,304.045012,98.96230184,0,0,0
TC24015_015,SS,2.729,0.47,0.467,15.932,16.0223,0.086797,0.093216,0.523012244,0.562076407,2.6393,304.6702889,2.639,4.9816,0.0716,4.9426,2.5678,,,-0.0002,15.93194596,16.02224558,-0.640477758,-0.625105381,1469.802681,1470.15709,98.94267493,303.9823933,98.93194347,0,0.016,0
TC24015_015,SS,3.229,0.487,0.482,15.9322,16.0225,0.087694,0.09117,0.528632043,0.549237921,2.6391,304.5907052,2.639,4.9817,0.0713,4.9426,2.568,,,-0.0004,15.932144,16.02244362,-0.636175254,-0.635036755,1469.810341,1470.142758,98.92062646,303.9372181,98.90995187,0,0.034,0
TC24015_015,SS,3.729,0.506,0.503,15.9328,16.023,0.087643,0.091103,0.528304416,0.54881104,2.6394,304.8304609,2.6393,4.9816,0.0694,4.9426,2.5677,,,0.0006,15.93274181,16.02294142,-0.636525308,-0.6354475,1469.812308,1470.144262,98.99955436,304.1764962,98.98861205,0,0.038,0
TC24015_015,SS,4.229,0.521,0.509,15.9336,16.0234,0.086896,0.091427,0.523611833,0.550836985,2.639,304.4975636,2.6394,4.9816,0.0697,4.9426,2.5694,,,-0.0008,15.93354009,16.02333968,-0.640274842,-0.633950672,1469.809689,1470.148282,98.89029958,303.8358115,98.87979642,0,0.03,0
TC24015_015,SS,4.729,0.525,0.524,15.9343,16.024,0.086504,0.093209,0.52114677,0.562008743,2.6394,304.8741214,2.6393,4.9817,0.0693,4.9426,2.5697,,,0.0008,15.93423962,16.02393921,-0.642290168,-0.625435214,1469.809204,1470.163695,99.01258078,304.1857296,99.00164487,0,0.008,0
TC24015_015,SS,5.229,0.526,0.522,15.9348,16.0243,0.087055,0.096452,0.524592849,0.582381441,2.6394,304.7045592,2.6391,4.9817,0.0691,4.9426,2.5704,,,0,15.93473951,16.02423908,-0.63971347,-0.609777609,1469.815036,1470.188989,98.96063422,303.9873513,98.94994411,0,0.002,0
TC24015_015,SS,5.729,0.514,0.519,15.9351,16.0245,0.087329,0.098972,0.526306358,0.598239792,2.6389,304.4278799,2.6394,4.9817,0.0708,4.9426,2.5703,,,-0.001,15.93504088,16.02444046,-0.63844087,-0.597585303,1469.817907,1470.208351,98.87243402,303.6867607,98.86203463,0,-0.024,0
TC24015_015,SS,6.229,0.494,0.486,15.9353,16.0242,0.086631,0.09862,0.521929895,0.596027387,2.639,304.687791,2.639,4.9817,0.0708,4.9426,2.5709,,,0.0002,15.93524319,16.02414278,-0.641849537,-0.599241983,1469.813046,1470.20437,98.95463762,303.9444548,98.94396663,0,-0.04,0
TC24015_015,SS,6.729,0.473,0.466,15.9351,16.0237,0.085574,0.097494,0.515312617,0.588946098,2.6389,304.6064554,2.6394,4.9816,0.0698,4.9427,2.5703,,,-0.0002,15.93504561,16.02364521,-0.646921636,-0.604619351,1469.804131,1470.193897,98.9238258,303.8665313,98.91330049,0,-0.042,0
TC24015_015,SS,7.229,0.457,0.451,15.9348,16.0229,0.084717,0.096255,0.509952449,0.581162886,2.6388,304.6035614,2.6394,4.9816,0.0699,4.9426,2.5701,,,-0.0002,15.93474745,16.02284708,-0.651007806,-0.610488762,1469.796454,1470.181647,98.91903547,303.8715034,98.9085696,0,-0.032,0
TC24015_015,SS,7.729,0.452,0.452,15.9344,16.0224,0.084253,0.094611,0.507054474,0.570835978,2.6388,304.6514196,2.6389,4.9816,0.0699,4.9426,2.5714,,,0,15.93434803,16.02234766,-0.653178256,-0.618368523,1469.791551,1470.167567,98.93199596,303.9334603,98.92148725,0,-0.01,0
TC24015_015,SS,8.229,0.461,0.449,15.9341,16.022,0.084024,0.092775,0.505625722,0.559312564,2.6388,304.6564553,2.639,4.9816,0.0698,4.9426,2.5708,,,0,15.93404699,16.02194663,-0.65423139,-0.627187341,1469.78897,1470.15263,98.93214281,303.9577831,98.92164566,0,0.018,0
TC24015_015,SS,8.729,0.479,0.476,15.9341,16.0219,0.083828,0.09184,0.504399791,0.553447553,2.6392,304.8762476,2.6389,4.9817,0.0696,4.9426,2.5695,,,0.0008,15.93404493,16.02184455,-0.655176748,-0.631692722,1469.787801,1470.145599,99.00277949,304.1856668,98.99207533,0,0.036,0
TC24015_015,SS,9.229,0.507,0.498,15.9342,16.0219,0.083506,0.091783,0.502384896,0.553089841,2.6392,304.7205355,2.6388,4.9817,0.0696,4.9426,2.57,,,0,15.93414171,16.02184131,-0.656746825,-0.631968002,1469.786196,1470.145629,98.95121387,304.0285774,98.94073841,0,0.056,0
TC24015_015,SS,9.729,0.531,0.529,15.9346,16.022,0.083119,0.09247,0.499960509,0.557398106,2.6391,304.6689884,2.6388,4.9816,0.0699,4.9426,2.5702,,,-0.0002,15.93453895,16.02193852,-0.658681724,-0.628662109,1469.785061,1470.151492,98.93385798,303.9669301,98.92347293,0,0.048,0
TC24015_015,SS,10.229,0.546,0.541,15.9349,16.0221,0.083186,0.094291,0.500375558,0.568829151,2.6393,304.8151143,2.6388,4.9817,0.07,4.9426,2.5702,,,0.0004,15.93483722,16.02203678,-0.658410105,-0.619864785,1469.786824,1470.165689,98.98218849,304.0932665,98.97166482,0,0.03,0
TC24015_015,SS,10.729,0.548,0.549,15.9351,16.0215,0.084004,0.097486,0.505487736,0.58892684,2.6394,304.7786587,2.6392,4.9815,0.0708,4.9427,2.5697,,,0.0002,15.93503699,16.02143654,-0.654499016,-0.60427198,1469.793637,1470.187606,98.97384369,304.0348578,98.96346923,0,0.004,0
TC24015_015,SS,11.229,0.534,0.529,15.9352,16.0207,0.084745,0.099458,0.510122171,0.601357116,2.6393,304.6747068,2.6392,4.9817,0.0732,4.9426,2.569,,,-0.0002,15.93513859,16.02063815,-0.650940573,-0.594558564,1469.799277,1470.199449,98.94308154,303.9232261,98.93292095,0,-0.028,0
TC24015_015,SS,11.729,0.514,0.508,15.9351,16.0193,0.084778,0.098898,0.510330043,0.597849679,2.639,304.551581,2.6391,4.9815,0.0724,4.9426,2.5696,,,-0.0006,15.93504089,16.01924048,-0.650764315,-0.597033193,1469.798857,1470.190181,98.90301148,303.8164062,98.89311019,0,-0.04,0
TC24015_015,SS,12.229,0.485,0.482,15.9348,16.0172,0.08424,0.097542,0.506967991,0.589341697,2.6393,304.841229,2.6393,4.9817,0.071,4.9426,2.5702,,,0.0006,15.93474423,16.01714385,-0.653309477,-0.603248324,1469.793351,1470.17243,98.99442265,304.1261788,98.98442544,0,-0.058,0
TC24015_015,SS,12.729,0.464,0.461,15.9344,16.0152,0.083558,0.095993,0.502707853,0.57962428,2.6392,304.6769844,2.6394,4.9816,0.0711,4.9427,2.5698,,,-0.0002,15.93434665,16.01514629,-0.656531055,-0.610412498,1469.786563,1470.153708,98.9376856,303.9838757,98.92808159,0,-0.042,0
TC24015_015,SS,13.229,0.451,0.441,15.9339,16.0136,0.08307,0.094108,0.499663274,0.56779821,2.6389,304.562863,2.6393,4.9817,0.0719,4.9426,2.5695,,,-0.0006,15.93384815,16.01354781,-0.658798561,-0.619268303,1469.781013,1470.133966,98.89774862,303.8939814,98.88837429,0,-0.026,0
TC24015_015,SS,13.729,0.456,0.455,15.9334,16.0122,0.082776,0.092274,0.497831815,0.556301933,2.639,304.7439434,2.639,4.9816,0.072,4.9426,2.5688,,,0.0002,15.93334758,16.01214725,-0.660129924,-0.627902841,1469.777203,1470.115588,98.95439825,304.098037,98.94493384,0,0.01,0
TC24015_015,SS,14.229,0.473,0.468,15.9331,16.0112,0.082524,0.09139,0.49626061,0.55076927,2.639,304.709589,2.6393,4.9816,0.0708,4.9426,2.568,,,0,15.93304562,16.01114529,-0.661292865,-0.632004763,1469.774582,1470.105869,98.94166869,304.0759746,98.93233596,0,0.034,0
TC24015_015,SS,14.729,0.496,0.487,15.9332,16.0106,0.082163,0.091166,0.494003854,0.549372282,2.6389,304.6597385,2.6392,4.9816,0.0708,4.9426,2.5678,,,-0.0002,15.93314298,16.01054263,-0.663049685,-0.632983246,1469.772607,1470.102536,98.92433572,304.0295487,98.91513457,0,0.046,0
TC24015_015,SS,15.229,0.516,0.514,15.9335,16.0101,0.081729,0.091705,0.49128939,0.552759732,2.6392,304.8660817,2.6389,4.9816,0.07,4.9427,2.5666,,,0.0006,15.93344068,16.01004031,-0.665192237,-0.630288997,1469.770719,1470.105194,98.99033428,304.2290782,98.98103753,0,0.04,0
TC24015_015,SS,15.729,0.533,0.531,15.9338,16.0092,0.081727,0.093453,0.491273201,0.563744106,2.6394,304.853257,2.639,4.9816,0.0696,4.9426,2.5669,,,0.0004,15.93373873,16.00913835,-0.66525324,-0.621671744,1469.772001,1470.115488,98.98679056,304.2042899,98.97768486,0,0.034,0
TC24015_015,SS,16.229,0.533,0.53,15.934,16.0078,0.082355,0.096449,0.49519344,0.582597337,2.6387,304.3852126,2.639,4.9817,0.0707,4.9426,2.5677,,,-0.0014,15.93393872,16.00773834,-0.662261508,-0.606906543,1469.777359,1470.133169,98.83758813,303.7218318,98.82908831,0,0,0
TC24015_015,SS,16.729,0.515,0.512,15.934,16.0061,0.082843,0.097997,0.498242869,0.592366595,2.6393,304.9838728,2.6389,4.9816,0.0709,4.9426,2.5669,,,0.0012,15.93394079,16.00604042,-0.659909389,-0.599096736,1469.780703,1470.138716,99.03381476,304.316604,99.02492879,0,-0.036,0
TC24015_015,SS,17.229,0.492,0.486,15.9337,16.0043,0.0827,0.097226,0.497353001,0.587537929,2.6392,304.6927402,2.6392,4.9817,0.0704,4.9426,2.5665,,,-0.0002,15.93364344,16.00424309,-0.660547461,-0.602524995,1469.778243,1470.126461,98.93811403,304.0445183,98.92971787,0,-0.046,0
TC24015_015,SS,17.729,0.468,0.461,15.933,16.0023,0.082431,0.09576,0.495680765,0.578341226,2.6391,304.6854521,2.6394,4.9817,0.0695,4.9426,2.5666,,,-0.0002,15.9329462,16.00224588,-0.661724,-0.609288387,1469.773468,1470.108306,98.93327284,304.0599759,98.92503076,0,-0.048,0
TC24015_015,SS,18.229,0.46,0.457,15.9322,16.0005,0.082579,0.093198,0.496615258,0.56226268,2.639,304.6746296,2.6387,4.9815,0.0691,4.9426,2.5667,,,-0.0002,15.93214712,16.00044682,-0.660873024,-0.621390846,1469.771721,1470.082896,98.92864068,304.0873831,98.92051699,0,-0.016,0
TC24015_015,SS,18.729,0.463,0.456,15.9316,15.9993,0.082974,0.090831,0.499091144,0.547422759,2.6392,304.8226632,2.6393,4.9815,0.0686,4.9426,2.5677,,,0.0004,15.93154678,15.99924649,-0.658865308,-0.632637233,1469.772675,1470.061179,98.9769358,304.2708244,98.96875657,0,0.006,0
TC24015_015,SS,19.229,0.483,0.476,15.9315,15.9983,0.083259,0.090133,0.500873815,0.543059074,2.6393,304.7950992,2.6392,4.9816,0.0688,4.9427,2.5672,,,0.0002,15.93144448,15.99824419,-0.657473444,-0.635838157,1469.774786,1470.052899,98.96884732,304.260925,98.96081725,0,0.04,0
TC24015_015,SS,19.729,0.514,0.512,15.9317,15.9973,0.083178,0.090524,0.500364795,0.545523753,2.6394,304.8101068,2.6391,4.9817,0.0691,4.9426,2.5666,,,0.0002,15.93164091,15.99724061,-0.657898092,-0.63377337,1469.775367,1470.052934,98.97383445,304.278596,98.96594786,0,0.062,0
TC24015_015,SS,20.229,0.542,0.54,15.9321,15.9964,0.083046,0.091968,0.499534596,0.554595079,2.6396,304.878446,2.639,4.9817,0.0691,4.9426,2.5665,,,0.0004,15.93203769,15.99633737,-0.658603119,-0.626630604,1469.776198,1470.061129,98.99636579,304.3372701,98.98859476,0,0.056,0
TC24015_015,SS,20.729,0.563,0.558,15.9325,15.9962,0.08463,0.09685,0.50943596,0.58528642,2.6393,304.6156077,2.6392,4.9817,0.0689,4.9426,2.5666,,,-0.0006,15.93243527,15.99613492,-0.651029775,-0.602933243,1469.789715,1470.097342,98.91780894,304.0412108,98.91030828,0,0.042,0
TC24015_015,SS,21.229,0.564,0.562,15.9327,15.9962,0.09088,0.10705,0.548620938,0.649687884,2.6392,304.6074305,2.6393,4.9816,0.0689,4.9426,2.5686,,,-0.0002,15.93263513,15.99613476,-0.620838048,-0.553287605,1469.837131,1470.174007,98.93912028,303.9876689,98.93156511,0,0.002,0
TC24015_015,SS,21.729,0.55,0.547,15.9325,15.9963,0.096084,0.112625,0.581370215,0.685039965,2.639,304.4792359,2.6394,4.9816,0.0685,4.9426,2.5687,,,-0.0004,15.93243672,15.99623636,-0.595549715,-0.526057906,1469.875244,1470.216168,98.91673751,303.853038,98.9091868,0,-0.028,0
TC24015_015,SS,22.229,0.52,0.518,15.9323,15.9958,0.094855,0.108122,0.573630344,0.656484516,2.639,304.573667,2.6396,4.9817,0.0682,4.9426,2.5692,,,0,15.93224018,15.99573985,-0.601486285,-0.547984333,1469.864851,1470.180013,98.94234374,303.9874876,98.93474994,0,-0.06,0
TC24015_015,SS,22.729,0.485,0.482,15.9322,15.9946,0.091777,0.102173,0.554265228,0.61887345,2.6393,304.7714511,2.6393,4.9816,0.0688,4.9427,2.5689,,,0.0006,15.93214421,15.99454392,-0.616404975,-0.576779517,1469.840864,1470.130602,98.99473931,304.2257208,98.98716002,0,-0.07,0
TC24015_015,SS,23.229,0.453,0.446,15.9319,15.9935,0.088937,0.099583,0.536432787,0.602546038,2.6387,304.3602082,2.6392,4.9816,0.069,4.9426,2.569,,,-0.0012,15.93184791,15.99344764,-0.630110239,-0.589186899,1469.818063,1470.106898,98.84982348,303.8188942,98.84268565,0,-0.064,0
TC24015_015,SS,23.729,0.432,0.426,15.9312,15.9925,0.087383,0.097926,0.526695534,0.592116913,2.6386,304.5677192,2.639,4.9816,0.0703,4.9426,2.569,,,-0.0002,15.93115033,15.99245007,-0.637507145,-0.597063967,1469.803723,1470.090732,98.9098989,304.0287701,98.90260629,0,-0.042,0
TC24015_015,SS,24.229,0.426,0.422,15.9301,15.9919,0.08737,0.096221,0.526628223,0.581389519,2.6387,304.6693046,2.639,4.9817,0.0697,4.9426,2.5698,,,0.0002,15.93005102,15.99185077,-0.637380083,-0.605236601,1469.79979,1470.075816,98.94053914,304.1462151,98.93310978,0,-0.012,0
TC24015_015,SS,24.729,0.434,0.427,15.9292,15.9909,0.088063,0.094587,0.530985166,0.571124589,2.6388,304.6819522,2.6393,4.9817,0.0699,4.9426,2.5717,,,0.0002,15.9291501,15.99084986,-0.633872769,-0.612987381,1469.802042,1470.060315,98.9453753,304.1865215,98.93795695,0,0.016,0
TC24015_015,SS,25.229,0.456,0.452,15.9288,15.9901,0.089235,0.092788,0.538343631,0.559830048,2.6389,304.6861569,2.6387,4.9816,0.0697,4.9426,2.5731,,,0.0002,15.92874757,15.99004733,-0.628131577,-0.621564952,1469.809808,1470.044495,98.95032375,304.2279017,98.94295267,0,0.044,0
TC24015_015,SS,25.729,0.485,0.48,15.9291,15.9906,0.090015,0.091609,0.543236399,0.552420606,2.639,304.6904042,2.6386,4.9816,0.0706,4.9426,2.5739,,,0.0002,15.92904423,15.99054398,-0.624406151,-0.627359611,1469.817137,1470.037845,98.9552741,304.2535108,98.9478788,0,0.058,0
TC24015_015,SS,26.229,0.516,0.514,15.9297,15.9914,0.09,0.0919,0.543134026,0.554236112,2.6394,304.8645556,2.6387,4.9816,0.0712,4.9426,2.5775,,,0.0008,15.92964067,15.99134039,-0.624582229,-0.626089919,1469.819568,1470.043239,99.01303291,304.4221654,99.00549814,0,0.062,0
TC24015_015,SS,26.729,0.545,0.54,15.9305,15.9917,0.089628,0.092665,0.540787561,0.55903504,2.6395,304.7589077,2.6388,4.9815,0.0713,4.9426,2.5776,,,0.0002,15.93043733,15.99163704,-0.626521739,-0.622438006,1469.819975,1470.050451,98.97899045,304.3072261,98.97163013,0,0.058,0
TC24015_015,SS,27.229,0.564,0.56,15.9312,15.9916,0.089348,0.094315,0.53902056,0.569403793,2.6393,304.6097395,2.6389,4.9817,0.0708,4.9426,2.5788,,,-0.0004,15.93113514,15.99153484,-0.627998237,-0.61442626,1469.820567,1470.06277,98.93095159,304.1416612,98.92380027,0,0.038,0
TC24015_015,SS,27.729,0.569,0.568,15.9318,15.9801,0.08946,0.097193,0.539715626,0.587677163,2.6394,304.7386603,2.639,4.9816,0.0712,4.9426,2.5804,,,0.0002,15.93173456,15.9800343,-0.627559757,-0.598455944,1469.823525,1470.045418,98.97450044,304.3200944,98.96868906,0,0.01,0
TC24015_015,SS,28.229,0.559,0.555,15.9321,15.9687,0.089685,0.098725,0.541124159,0.597498468,2.6395,304.7478747,2.6394,4.9817,0.0712,4.9426,2.5812,,,0.0002,15.93203571,15.9686355,-0.626522425,-0.589020465,1469.826065,1470.018087,98.9789701,304.3935754,98.97456406,0,-0.02,0
TC24015_015,SS,28.729,0.539,0.536,15.9323,15.9588,0.089522,0.098855,0.540098422,0.598463454,2.6394,304.6534898,2.6395,4.9816,0.0708,4.9426,2.5834,,,-0.0002,15.93223801,15.95873785,-0.627346503,-0.586659728,1469.825199,1469.985151,98.94811826,304.3646362,98.94495965,0,-0.04,0
TC24015_015,SS,29.229,0.513,0.508,15.9323,15.9514,0.089025,0.098256,0.536979334,0.594793122,2.6392,304.5898173,2.6393,4.9817,0.0702,4.9426,2.5836,,,-0.0004,15.932241,15.95134089,-0.629752707,-0.588282184,1469.821058,1469.955117,98.92556384,304.3525517,98.92329855,0,-0.052,0
TC24015_015,SS,29.729,0.489,0.486,15.9323,15.9476,0.088308,0.097396,0.532481201,0.589424934,2.6393,304.7313432,2.6394,4.9817,0.0696,4.9427,2.5843,,,0.0002,15.93224377,15.94754367,-0.633222576,-0.591801805,1469.815304,1469.935369,98.96882483,304.521421,98.96698146,0,-0.048,0
TC24015_015,SS,30.229,0.469,0.462,15.9322,15.9519,0.087508,0.096524,0.527466036,0.583867117,2.6388,304.4295552,2.6395,4.9817,0.0705,4.9426,2.5841,,,-0.001,15.93214607,15.95184596,-0.637074964,-0.596789288,1469.808658,1469.943092,98.86759021,304.1910413,98.86529085,0,-0.04,0
TC24015_015,SS,30.729,0.459,0.451,15.9321,15.9589,0.086764,0.095883,0.522804257,0.57972972,2.6387,304.5840487,2.6394,4.9817,0.0702,4.9425,2.5841,,,-0.0002,15.93204722,15.95884709,-0.640654677,-0.601122254,1469.802595,1469.961877,98.9147531,304.2958684,98.9115599,0,-0.02,0
TC24015_015,SS,31.229,0.46,0.459,15.932,15.964,0.086164,0.095605,0.519046562,0.577907063,2.6388,304.6858908,2.6392,4.9816,0.071,4.9426,2.5836,,,0.0002,15.93194711,15.96394695,-0.643536889,-0.603360363,1469.79779,1469.977115,98.94535818,304.3584456,98.94150651,0,0.002,0
TC24015_015,SS,31.729,0.47,0.466,15.9319,15.9668,0.085755,0.095846,0.516486238,0.579384703,2.6386,304.5433088,2.6393,4.9817,0.071,4.9426,2.5834,,,-0.0004,15.93184596,15.96674579,-0.645495368,-0.602678103,1469.794558,1469.988586,98.89730738,304.1889699,98.89317226,0,0.02,0
TC24015_015,SS,32.229,0.485,0.48,15.9319,15.9701,0.08553,0.096473,0.515077279,0.583285975,2.6387,304.6806147,2.6388,4.9815,0.0702,4.9426,2.5822,,,0.0002,15.93184424,15.97004404,-0.64658192,-0.600208804,1469.793123,1470.004729,98.94104927,304.2935939,98.93645274,0,0.03,0
TC24015_015,SS,32.729,0.502,0.498,15.9318,15.9733,0.085305,0.096917,0.513669769,0.586036681,2.6388,304.6988036,2.6387,4.9816,0.0702,4.9426,2.582,,,0.0002,15.93174228,15.97324207,-0.647651046,-0.598610477,1469.79138,1470.019192,98.94589992,304.2815629,98.94090673,0,0.034,0
TC24015_015,SS,33.229,0.511,0.507,15.9315,15.9759,0.084944,0.096903,0.511413781,0.585911174,2.6389,304.7196273,2.6388,4.9815,0.0701,4.9426,2.5819,,,0.0002,15.93144125,15.97584102,-0.649342278,-0.599132025,1469.787812,1470.028053,98.9506761,304.2786367,98.94533427,0,0.018,0
TC24015_015,SS,33.729,0.509,0.501,15.931,15.9768,0.084608,0.096323,0.50931729,0.582245746,2.6392,304.8495438,2.6386,4.9817,0.0701,4.9426,2.5834,,,0.0006,15.93094149,15.97674125,-0.650878146,-0.602105339,1469.783573,1470.026723,98.99055243,304.4015376,98.98498488,0,-0.004,0
TC24015_015,SS,34.229,0.506,0.504,15.9303,15.9775,0.084458,0.09505,0.508387417,0.574223656,2.6389,304.5733855,2.6387,4.9817,0.0709,4.9426,2.5838,,,-0.0006,15.93024183,15.9774416,-0.651481567,-0.608405255,1469.780025,1470.019507,98.89885064,304.1298519,98.89328877,0,-0.006,0
TC24015_015,SS,34.729,0.498,0.497,15.9296,15.9771,0.08457,0.092832,0.509096967,0.560283986,2.6391,304.804894,2.6388,4.9815,0.0707,4.9426,2.5841,,,0.0004,15.92954276,15.97704253,-0.650820431,-0.619088763,1469.778351,1470.001408,98.97298067,304.3856085,98.96723583,0,-0.016,0
TC24015_015,SS,35.229,0.489,0.481,15.9291,15.9756,0.08476,0.090625,0.510292256,0.546446699,2.6391,304.7258251,2.6389,4.9815,0.0702,4.9426,2.5837,,,0,15.92904379,15.97554358,-0.649817171,-0.629514339,1469.777923,1469.979662,98.9469747,304.3414209,98.94140782,0,-0.018,0
TC24015_015,SS,35.729,0.486,0.48,15.9289,15.9759,0.084738,0.089489,0.510157081,0.539317193,2.6391,304.7273287,2.6392,4.9816,0.07,4.9426,2.5836,,,0,15.92884414,15.97584393,-0.649888949,-0.635061535,1469.77703,1469.972141,98.94696173,304.3524367,98.94133502,0,-0.006,0
TC24015_015,SS,36.229,0.491,0.486,15.929,15.9776,0.084473,0.089266,0.508497494,0.537896679,2.6395,304.9468056,2.6389,4.9816,0.0702,4.9426,2.5846,,,0.0008,15.92894356,15.97754335,-0.651185343,-0.636434653,1469.775474,1469.976325,99.01743922,304.5599193,99.01150016,0,0.01,0
TC24015_015,SS,36.729,0.503,0.502,15.9293,15.9791,0.084106,0.089583,0.506197592,0.539864326,2.6391,304.5726957,2.6391,4.9816,0.0711,4.9426,2.585,,,-0.0008,15.92924218,15.97904196,-0.653008116,-0.635162076,1469.773951,1469.983979,98.89521229,304.1709512,98.88937444,0,0.024,0
TC24015_015,SS,37.229,0.517,0.514,15.9299,15.9803,0.083791,0.090473,0.5042198,0.545430197,2.6393,304.8411062,2.6391,4.9816,0.0707,4.9426,2.5862,,,0.0004,15.92984057,15.98024033,-0.654631211,-0.631065656,1469.773868,1469.994931,98.98243681,304.4204165,98.97634157,0,0.028,0
TC24015_015,SS,37.729,0.524,0.521,15.9305,15.98,0.083802,0.092314,0.504281172,0.556990217,2.6393,304.7572215,2.6391,4.9815,0.0697,4.9426,2.5864,,,0,15.93043977,15.97993952,-0.654681391,-0.622102098,1469.776104,1470.007794,98.95649625,304.3217284,98.95057112,0,0.014,0
TC24015_015,SS,38.229,0.524,0.515,15.9309,15.98,0.084193,0.094859,0.506721936,0.572986904,2.6389,304.5330887,2.6395,4.9816,0.0696,4.9426,2.5872,,,-0.0008,15.93083976,15.97993951,-0.652863656,-0.609767187,1469.78038,1470.026849,98.88602452,304.0759802,98.88026987,0,0,0
TC24015_015,SS,38.729,0.511,0.506,15.9311,15.9793,0.08447,0.096626,0.508452546,0.584118012,2.639,304.7420995,2.6391,4.9816,0.071,4.9426,2.5872,,,0.0002,15.93104126,15.979241,-0.651561452,-0.601070412,1469.782915,1470.037508,98.95535342,304.2729948,98.94955492,0,-0.026,0
TC24015_015,SS,39.229,0.501,0.5,15.931,15.9794,0.084291,0.096477,0.507333934,0.583178427,2.6393,304.8671685,2.6393,4.9817,0.0711,4.9426,2.5873,,,0.0006,15.93094241,15.97934216,-0.652408264,-0.601811396,1469.781077,1470.036567,98.99508285,304.395995,98.98919967,0,-0.02,0
TC24015_015,SS,39.729,0.488,0.482,15.9309,15.981,0.083768,0.095772,0.504063849,0.578717732,2.639,304.5908619,2.6393,4.9817,0.0699,4.9427,2.5876,,,-0.0006,15.9308439,15.98094366,-0.654914818,-0.605512587,1469.776624,1470.036496,98.90318732,304.1112733,98.8972846,0,-0.026,0
TC24015_015,SS,40.229,0.485,0.479,15.9307,15.9826,0.083132,0.094831,0.500089616,0.572774669,2.6389,304.6651416,2.6389,4.9816,0.0703,4.9426,2.5877,,,-0.0002,15.93064425,15.982544,-0.657948155,-0.610356645,1469.771152,1470.034823,98.92449851,304.176617,98.91832024,0,-0.006,0
TC24015_015,SS,40.729,0.483,0.48,15.9306,15.9833,0.082546,0.094028,0.496428266,0.567715424,2.6389,304.7124918,2.639,4.9815,0.0693,4.9426,2.5884,,,0,15.93054448,15.98324423,-0.660756439,-0.614372151,1469.766411,1470.031151,98.93746265,304.2209203,98.93115676,0,-0.004,0
TC24015_015,SS,41.229,0.487,0.484,15.9307,15.9834,0.082119,0.093627,0.493759139,0.565193347,2.639,304.7711247,2.6393,4.9817,0.069,4.9426,2.5868,,,0.0002,15.93064403,15.98334377,-0.662831748,-0.616333146,1469.763634,1470.028553,98.95510583,304.2790881,98.94876711,0,0.008,0
TC24015_015,SS,41.729,0.493,0.49,15.9307,15.9814,0.081944,0.093997,0.492665927,0.56754681,2.6391,304.7876335,2.639,4.9817,0.0699,4.9426,2.5862,,,0.0002,15.93064334,15.98134308,-0.663675008,-0.614191342,1469.762427,1470.024637,98.95980888,304.302842,98.95370986,0,0.012,0
TC24015_015,SS,42.229,0.499,0.492,15.9308,15.9782,0.081887,0.094449,0.492308654,0.570433437,2.6388,304.5851976,2.6389,4.9817,0.07,4.9426,2.5875,,,-0.0006,15.93074265,15.9781424,-0.663966793,-0.611442327,1469.76244,1470.017264,98.89407634,304.1175843,98.88849149,0,0.012,0
