Mooring            = cast33
Latitude           =  56 30.5 N
Longitude          =  9 18.12 W
WaterDepth         = 3000
StartDate          = 2022/07/23
StartTime          = 06:15
EndDate            = 2022/07/23 
EndTime            = 08:00
Columns            = z:serialnumber:instrument:deployment
50	14987	335	1
50	21318	335	1
500	21560	335	1
750	21320	335	1
950	21319	335	1
50	15298	335	1
500	15476	335	1
