Mooring            = cast01
Latitude           =  56 30.5 N
Longitude          =  9 18.12 W
WaterDepth         =  1000
StartDate          = 2022/07/14
StartTime          = 21:00
EndDate            = 2022/07/14 
EndTime            = 23:00
Columns            = z:serialnumber:instrument:deployment
500	 9140	337	1

