Mooring            = cast43
Latitude           =  57 57.6 N
Longitude          =  -23 10.4 W
WaterDepth         = 3000
StartDate          = 2022/07/24
StartTime          = 21:00
EndDate            = 2022/07/24 
EndTime            = 23:20
Columns            = z:serialnumber:instrument:deployment
50	10559	337	1
100	11332	337	1
200	11337	337	1
350	11323	337	1
500	9374	337	1
700	3481	337	1
900	11329	337	1
1200	9373	337	1
1500	14367	337	1
1900	11328	337	1	
2300	11326	337	1
2800	8443	337	1
