* Sea-Bird SBE37 Data File:
* FileName = C:\CE25007_recovery_data\5510_data.asc
* Software Version 1.59
* Temperature SN = 5510
* Conductivity SN = 5510
* System UpLoad Time = May 13 2025 17:59:09
* ds
* SBE37-SM V 2.6b  SERIAL NO. 5510    13 May 2025  17:59:55
* not logging: received stop command
* sample interval = 600 seconds
* samplenumber = 46303, free = 144347
* do not transmit real-time data
* output salinity with each sample
* do not output sound velocity with each sample
* store time with each sample
* number of samples to average = 1
* serial sync mode disabled
* wait time after serial sync sampling = 30 seconds
* internal pump not installed
* temperature = 18.65 deg C

* S>
* SBE37-SM V 2.6b  5510
* temperature:  18-apr-24
*     TA0 = 5.292380e-05
*     TA1 = 2.620106e-04
*     TA2 = -1.427135e-06
*     TA3 = 1.264616e-07
* conductivity:  18-apr-24
*     G = -1.004675e+00
*     H = 1.402256e-01
*     I = -1.306509e-05
*     J = 2.309210e-05
*     CPCOR = -9.570000e-08
*     CTCOR = 3.250000e-06
*     WBOTC = 4.302277e-05
* pressure S/N 227853, range = 10000 psia:  25-mar-24
*     PA0 = 9.378762e+00
*     PA1 = 4.360928e-01
*     PA2 = -4.632869e-08
*     PTCA0 = 6.665435e+01
*     PTCA1 = 1.036688e+00
*     PTCA2 = -1.136980e-03
*     PTCSB0 = 2.801100e+01
*     PTCSB1 = 3.466667e-03
*     PTCSB2 = 0.000000e+00
*     POFFSET = 0.000000e+00
* rtc:  18-apr-24
*     RTCA0 = 9.999760e-01
*     RTCA1 = 1.622269e-06
*     RTCA2 = -3.257723e-08

* S> 
*END*
start time =  26 Jun 2024  00:00:01
sample interval = 600 seconds
start sample number = 1
 10.9448, 3.96621,  504.210,  35.4486, 26 Jun 2024, 00:00:01
 10.9643, 3.96851,  504.952,  35.4525, 26 Jun 2024, 00:10:01
 10.9568, 3.96786,  505.570,  35.4530, 26 Jun 2024, 00:20:01
 10.9764, 3.96953,  506.311,  35.4504, 26 Jun 2024, 00:30:01
 10.9737, 3.96969,  506.805,  35.4544, 26 Jun 2024, 00:40:01
 10.9828, 3.97055,  507.176,  35.4541, 26 Jun 2024, 00:50:01
 10.9540, 3.96733,  507.547,  35.4495, 26 Jun 2024, 01:00:01
 10.9248, 3.96413,  507.547,  35.4456, 26 Jun 2024, 01:10:01
 10.9246, 3.96390,  507.547,  35.4435, 26 Jun 2024, 01:20:01
 10.9211, 3.96328,  507.547,  35.4407, 26 Jun 2024, 01:30:01
 10.8900, 3.95978,  507.547,  35.4357, 26 Jun 2024, 01:40:01
 10.8588, 3.95608,  507.547,  35.4287, 26 Jun 2024, 01:50:01
 10.8753, 3.95750,  507.176,  35.4272, 26 Jun 2024, 02:00:01
 10.8958, 3.96049,  506.682,  35.4376, 26 Jun 2024, 02:10:01
 10.8846, 3.95899,  506.311,  35.4335, 26 Jun 2024, 02:20:00
 10.8797, 3.95853,  505.817,  35.4339, 26 Jun 2024, 02:30:00
 10.8825, 3.95860,  505.199,  35.4321, 26 Jun 2024, 02:40:00
 10.9017, 3.96092,  504.334,  35.4372, 26 Jun 2024, 02:50:00
 10.9491, 3.96605,  503.345,  35.4433, 26 Jun 2024, 03:00:00
 10.9825, 3.97025,  502.356,  35.4535, 26 Jun 2024, 03:10:00
 10.9878, 3.97085,  501.368,  35.4548, 26 Jun 2024, 03:20:00
 10.9806, 3.97006,  500.626,  35.4542, 26 Jun 2024, 03:30:00
 10.9602, 3.96858,  499.761,  35.4594, 26 Jun 2024, 03:40:00
 10.9476, 3.96616,  498.896,  35.4478, 26 Jun 2024, 03:50:00
 10.9310, 3.96408,  498.154,  35.4433, 26 Jun 2024, 04:00:00
 10.9258, 3.96363,  497.660,  35.4441, 26 Jun 2024, 04:10:00
 10.9167, 3.96303,  497.166,  35.4470, 26 Jun 2024, 04:20:00
 10.9114, 3.96224,  496.918,  35.4444, 26 Jun 2024, 04:30:00
 10.9097, 3.96186,  496.548,  35.4424, 26 Jun 2024, 04:40:01
 10.9069, 3.96148,  496.424,  35.4413, 26 Jun 2024, 04:50:01
 10.9287, 3.96402,  496.053,  35.4459, 26 Jun 2024, 05:00:01
 10.9395, 3.96467,  495.930,  35.4420, 26 Jun 2024, 05:10:01
 10.9681, 3.96797,  495.806,  35.4475, 26 Jun 2024, 05:20:01
 10.9949, 3.97073,  495.682,  35.4493, 26 Jun 2024, 05:30:01
 11.0068, 3.97259,  495.559,  35.4565, 26 Jun 2024, 05:40:01
 11.0185, 3.97403,  495.559,  35.4596, 26 Jun 2024, 05:50:01
 11.0299, 3.97523,  495.435,  35.4606, 26 Jun 2024, 06:00:01
 11.0246, 3.97460,  495.559,  35.4594, 26 Jun 2024, 06:10:01
 11.0219, 3.97397,  495.559,  35.4557, 26 Jun 2024, 06:20:01
 11.0065, 3.97302,  495.559,  35.4610, 26 Jun 2024, 06:30:01
 10.9793, 3.96971,  495.559,  35.4542, 26 Jun 2024, 06:40:01
 10.9879, 3.97010,  495.559,  35.4498, 26 Jun 2024, 06:50:01
 11.0002, 3.97158,  495.435,  35.4528, 26 Jun 2024, 07:00:01
 11.0000, 3.97133,  495.435,  35.4505, 26 Jun 2024, 07:10:01
 10.9872, 3.97047,  495.435,  35.4542, 26 Jun 2024, 07:20:01
 10.9539, 3.96697,  495.435,  35.4513, 26 Jun 2024, 07:30:01
 10.9415, 3.96510,  495.559,  35.4445, 26 Jun 2024, 07:40:01
 10.9309, 3.96397,  495.559,  35.4435, 26 Jun 2024, 07:50:01
 10.9280, 3.96365,  495.435,  35.4431, 26 Jun 2024, 08:00:01
 10.9304, 3.96364,  495.559,  35.4407, 26 Jun 2024, 08:10:01
 10.9330, 3.96405,  495.559,  35.4422, 26 Jun 2024, 08:20:01
 10.9417, 3.96511,  495.559,  35.4445, 26 Jun 2024, 08:30:01
 10.9769, 3.96922,  495.559,  35.4516, 26 Jun 2024, 08:40:01
 10.9716, 3.96879,  495.559,  35.4524, 26 Jun 2024, 08:50:01
 10.9377, 3.96508,  495.559,  35.4480, 26 Jun 2024, 09:00:01
 10.9247, 3.96326,  495.559,  35.4423, 26 Jun 2024, 09:10:01
 10.9233, 3.96316,  495.559,  35.4427, 26 Jun 2024, 09:20:01
 10.9092, 3.96126,  495.559,  35.4373, 26 Jun 2024, 09:30:01
 10.9188, 3.96214,  495.559,  35.4368, 26 Jun 2024, 09:40:01
 10.9252, 3.96338,  495.682,  35.4430, 26 Jun 2024, 09:50:01
 10.9376, 3.96470,  495.930,  35.4442, 26 Jun 2024, 10:00:01
 10.9499, 3.96629,  496.053,  35.4481, 26 Jun 2024, 10:10:01
 10.9311, 3.96440,  496.300,  35.4472, 26 Jun 2024, 10:20:01
 10.9175, 3.96254,  496.548,  35.4416, 26 Jun 2024, 10:30:01
 10.9456, 3.96546,  496.918,  35.4436, 26 Jun 2024, 10:40:01
 11.0401, 3.97625,  497.042,  35.4603, 26 Jun 2024, 10:50:01
 11.0474, 3.97751,  497.289,  35.4657, 26 Jun 2024, 11:00:01
 11.0355, 3.97612,  497.536,  35.4632, 26 Jun 2024, 11:10:01
 11.0532, 3.97806,  497.660,  35.4654, 26 Jun 2024, 11:20:01
 11.0499, 3.97732,  498.031,  35.4611, 26 Jun 2024, 11:30:01
 11.0477, 3.97732,  498.278,  35.4631, 26 Jun 2024, 11:40:01
 11.0171, 3.97393,  498.772,  35.4585, 26 Jun 2024, 11:50:01
 11.0082, 3.97292,  499.143,  35.4568, 26 Jun 2024, 12:00:01
 11.0016, 3.97224,  499.514,  35.4562, 26 Jun 2024, 12:10:01
 11.0195, 3.97408,  499.761,  35.4572, 26 Jun 2024, 12:20:01
 11.0464, 3.97710,  500.379,  35.4612, 26 Jun 2024, 12:30:01
 11.0195, 3.97422,  500.750,  35.4582, 26 Jun 2024, 12:40:01
 11.0547, 3.97807,  501.120,  35.4626, 26 Jun 2024, 12:50:01
 11.0711, 3.98016,  501.368,  35.4675, 26 Jun 2024, 13:00:01
 11.0811, 3.98131,  501.738,  35.4692, 26 Jun 2024, 13:10:01
 11.0567, 3.97918,  502.109,  35.4713, 26 Jun 2024, 13:20:01
 11.0606, 3.97906,  502.480,  35.4662, 26 Jun 2024, 13:30:01
 11.0331, 3.97587,  502.727,  35.4607, 26 Jun 2024, 13:40:01
 11.0139, 3.97376,  502.603,  35.4582, 26 Jun 2024, 13:50:01
 10.9954, 3.97146,  502.480,  35.4531, 26 Jun 2024, 14:00:01
 11.0009, 3.97212,  502.109,  35.4546, 26 Jun 2024, 14:10:01
 11.0200, 3.97419,  501.738,  35.4570, 26 Jun 2024, 14:20:01
 11.0009, 3.97243,  501.368,  35.4580, 26 Jun 2024, 14:30:01
 11.0156, 3.97325,  500.997,  35.4522, 26 Jun 2024, 14:40:01
 11.0160, 3.97391,  500.626,  35.4585, 26 Jun 2024, 14:50:01
 11.0172, 3.97392,  500.379,  35.4576, 26 Jun 2024, 15:00:01
 11.0167, 3.97391,  500.008,  35.4581, 26 Jun 2024, 15:10:01
 11.0057, 3.97264,  499.637,  35.4562, 26 Jun 2024, 15:20:01
 10.9941, 3.97143,  499.267,  35.4555, 26 Jun 2024, 15:30:01
 10.9721, 3.96943,  499.019,  35.4568, 26 Jun 2024, 15:40:01
 10.9767, 3.96933,  498.525,  35.4516, 26 Jun 2024, 15:50:01
 10.9823, 3.96988,  498.154,  35.4519, 26 Jun 2024, 16:00:01
 11.0038, 3.97232,  497.660,  35.4557, 26 Jun 2024, 16:10:01
 11.0075, 3.97269,  497.536,  35.4559, 26 Jun 2024, 16:20:01
 10.9695, 3.96884,  497.289,  35.4542, 26 Jun 2024, 16:30:01
 10.9497, 3.96589,  497.042,  35.4439, 26 Jun 2024, 16:40:01
 10.9472, 3.96580,  496.795,  35.4455, 26 Jun 2024, 16:50:01
 10.9502, 3.96614,  496.795,  35.4460, 26 Jun 2024, 17:00:01
 10.9283, 3.96393,  496.548,  35.4451, 26 Jun 2024, 17:10:01
 10.9439, 3.96536,  496.548,  35.4444, 26 Jun 2024, 17:20:01
 10.9547, 3.96676,  496.424,  35.4480, 26 Jun 2024, 17:30:01
 10.9616, 3.96766,  496.424,  35.4504, 26 Jun 2024, 17:40:01
 10.9700, 3.96845,  496.300,  35.4502, 26 Jun 2024, 17:50:01
 10.9794, 3.96939,  496.424,  35.4505, 26 Jun 2024, 18:00:01
 10.9810, 3.96999,  496.424,  35.4550, 26 Jun 2024, 18:10:01
 11.0010, 3.97190,  496.424,  35.4548, 26 Jun 2024, 18:20:01
 11.0256, 3.97464,  496.300,  35.4585, 26 Jun 2024, 18:30:01
 11.0494, 3.97747,  496.300,  35.4638, 26 Jun 2024, 18:40:01
 11.0523, 3.97795,  496.177,  35.4659, 26 Jun 2024, 18:50:01
 11.0396, 3.97663,  496.177,  35.4649, 26 Jun 2024, 19:00:01
 11.0244, 3.97461,  496.300,  35.4593, 26 Jun 2024, 19:10:01
 11.0169, 3.97395,  496.177,  35.4600, 26 Jun 2024, 19:20:01
 11.0156, 3.97360,  496.177,  35.4578, 26 Jun 2024, 19:30:01
 11.0105, 3.97319,  496.300,  35.4586, 26 Jun 2024, 19:40:01
 10.9933, 3.97115,  496.300,  35.4548, 26 Jun 2024, 19:50:01
 10.9841, 3.97006,  496.424,  35.4527, 26 Jun 2024, 20:00:01
 10.9911, 3.97077,  496.548,  35.4530, 26 Jun 2024, 20:10:01
 10.9931, 3.97097,  496.424,  35.4531, 26 Jun 2024, 20:20:01
 11.0023, 3.97175,  496.424,  35.4520, 26 Jun 2024, 20:30:01
 11.0093, 3.97293,  496.424,  35.4571, 26 Jun 2024, 20:40:01
 11.0298, 3.97507,  496.424,  35.4587, 26 Jun 2024, 20:50:01
 11.0328, 3.97549,  496.424,  35.4600, 26 Jun 2024, 21:00:01
 11.0197, 3.97418,  496.424,  35.4595, 26 Jun 2024, 21:10:01
 11.0218, 3.97431,  496.424,  35.4588, 26 Jun 2024, 21:20:01
 11.0144, 3.97359,  496.424,  35.4588, 26 Jun 2024, 21:30:01
 11.0153, 3.97359,  496.548,  35.4578, 26 Jun 2024, 21:40:01
 11.0122, 3.97313,  496.548,  35.4562, 26 Jun 2024, 21:50:01
 11.0065, 3.97268,  496.548,  35.4572, 26 Jun 2024, 22:00:01
 11.0144, 3.97258,  496.548,  35.4486, 26 Jun 2024, 22:10:01
 11.0147, 3.97371,  496.671,  35.4595, 26 Jun 2024, 22:20:01
 10.9811, 3.97042,  496.918,  35.4589, 26 Jun 2024, 22:30:01
 10.9630, 3.96770,  497.166,  35.4491, 26 Jun 2024, 22:40:01
 10.9937, 3.97167,  497.413,  35.4591, 26 Jun 2024, 22:50:01
 10.9887, 3.97075,  497.907,  35.4545, 26 Jun 2024, 23:00:01
 10.9677, 3.96838,  498.278,  35.4509, 26 Jun 2024, 23:10:01
 10.9659, 3.96846,  498.649,  35.4532, 26 Jun 2024, 23:20:01
 10.9737, 3.96884,  499.143,  35.4493, 26 Jun 2024, 23:30:01
 11.0123, 3.97344,  499.514,  35.4579, 26 Jun 2024, 23:40:01
 11.0351, 3.97612,  500.008,  35.4625, 26 Jun 2024, 23:50:01
 11.0775, 3.98104,  500.626,  35.4704, 27 Jun 2024, 00:00:01
 11.0828, 3.98137,  501.491,  35.4683, 27 Jun 2024, 00:10:01
 11.0876, 3.98216,  502.233,  35.4712, 27 Jun 2024, 00:20:01
 11.1316, 3.98731,  502.851,  35.4799, 27 Jun 2024, 00:30:01
 11.1213, 3.98638,  503.469,  35.4802, 27 Jun 2024, 00:40:01
 11.1465, 3.98900,  503.963,  35.4819, 27 Jun 2024, 00:50:01
 11.1555, 3.99014,  504.210,  35.4844, 27 Jun 2024, 01:00:01
 11.1557, 3.99017,  504.457,  35.4844, 27 Jun 2024, 01:10:01
 11.1544, 3.99012,  504.581,  35.4851, 27 Jun 2024, 01:20:01
 11.1473, 3.98918,  504.457,  35.4827, 27 Jun 2024, 01:30:01
 11.1400, 3.98825,  504.457,  35.4804, 27 Jun 2024, 01:40:01
 11.1322, 3.98745,  504.457,  35.4800, 27 Jun 2024, 01:50:01
 11.1248, 3.98642,  504.581,  35.4768, 27 Jun 2024, 02:00:01
 11.1283, 3.98720,  504.457,  35.4812, 27 Jun 2024, 02:10:01
 11.1264, 3.98685,  504.334,  35.4796, 27 Jun 2024, 02:20:01
 11.1078, 3.98486,  504.087,  35.4778, 27 Jun 2024, 02:30:01
 11.0981, 3.98362,  503.839,  35.4749, 27 Jun 2024, 02:40:01
 11.0959, 3.98311,  503.592,  35.4721, 27 Jun 2024, 02:50:01
 11.0912, 3.98252,  503.098,  35.4709, 27 Jun 2024, 03:00:01
 11.0745, 3.98075,  502.480,  35.4696, 27 Jun 2024, 03:10:01
 11.0775, 3.98018,  501.738,  35.4614, 27 Jun 2024, 03:20:01
 11.0742, 3.98115,  501.120,  35.4745, 27 Jun 2024, 03:30:01
 11.0592, 3.97887,  500.379,  35.4665, 27 Jun 2024, 03:40:01
 11.0497, 3.97761,  499.884,  35.4633, 27 Jun 2024, 03:50:01
 11.0846, 3.98129,  499.390,  35.4667, 27 Jun 2024, 04:00:01
 11.0653, 3.97978,  498.896,  35.4704, 27 Jun 2024, 04:10:01
 11.0627, 3.97927,  498.401,  35.4680, 27 Jun 2024, 04:20:01
 11.0586, 3.97896,  498.031,  35.4690, 27 Jun 2024, 04:30:01
 11.0560, 3.97848,  497.536,  35.4670, 27 Jun 2024, 04:40:01
 11.0501, 3.97778,  497.042,  35.4659, 27 Jun 2024, 04:50:01
 11.0399, 3.97655,  496.671,  35.4636, 27 Jun 2024, 05:00:01
 11.0609, 3.97869,  496.300,  35.4649, 27 Jun 2024, 05:10:01
 11.0654, 3.97951,  496.177,  35.4688, 27 Jun 2024, 05:20:01
 11.0794, 3.98071,  496.053,  35.4673, 27 Jun 2024, 05:30:01
 11.0859, 3.98178,  495.682,  35.4719, 27 Jun 2024, 05:40:01
 11.0918, 3.98230,  495.559,  35.4715, 27 Jun 2024, 05:50:01
 11.1016, 3.98361,  495.188,  35.4753, 27 Jun 2024, 06:00:00
 11.1120, 3.98471,  495.064,  35.4763, 27 Jun 2024, 06:10:00
 11.1222, 3.98595,  494.817,  35.4789, 27 Jun 2024, 06:20:00
 11.1164, 3.98523,  494.694,  35.4774, 27 Jun 2024, 06:30:00
 11.1157, 3.98509,  494.817,  35.4766, 27 Jun 2024, 06:40:00
 11.1160, 3.98527,  494.817,  35.4781, 27 Jun 2024, 06:50:00
 11.1251, 3.98598,  494.817,  35.4764, 27 Jun 2024, 07:00:00
 11.1346, 3.98725,  494.694,  35.4800, 27 Jun 2024, 07:10:00
 11.1234, 3.98627,  494.817,  35.4809, 27 Jun 2024, 07:20:00
 11.1189, 3.98579,  495.064,  35.4804, 27 Jun 2024, 07:30:00
 11.1182, 3.98565,  494.941,  35.4797, 27 Jun 2024, 07:40:00
 11.1106, 3.98508,  494.941,  35.4813, 27 Jun 2024, 07:50:00
 11.1004, 3.98337,  495.064,  35.4741, 27 Jun 2024, 08:00:00
 11.0852, 3.98178,  495.188,  35.4728, 27 Jun 2024, 08:10:00
 11.0980, 3.98256,  495.188,  35.4683, 27 Jun 2024, 08:20:01
 11.1012, 3.98334,  495.312,  35.4729, 27 Jun 2024, 08:30:01
 11.1165, 3.98512,  495.435,  35.4759, 27 Jun 2024, 08:40:01
 11.1119, 3.98472,  495.312,  35.4763, 27 Jun 2024, 08:50:01
 11.0994, 3.98357,  495.559,  35.4768, 27 Jun 2024, 09:00:01
 11.0878, 3.98195,  495.559,  35.4718, 27 Jun 2024, 09:10:01
 11.0873, 3.98195,  495.682,  35.4723, 27 Jun 2024, 09:20:01
 11.0778, 3.98101,  495.682,  35.4720, 27 Jun 2024, 09:30:01
 11.0642, 3.97987,  495.682,  35.4738, 27 Jun 2024, 09:40:01
 11.0434, 3.97710,  495.682,  35.4662, 27 Jun 2024, 09:50:01
 11.0286, 3.97569,  495.682,  35.4663, 27 Jun 2024, 10:00:01
 11.0262, 3.97492,  495.682,  35.4610, 27 Jun 2024, 10:10:01
 11.0245, 3.97478,  495.682,  35.4612, 27 Jun 2024, 10:20:01
 11.0162, 3.97389,  495.682,  35.4603, 27 Jun 2024, 10:30:01
 10.9899, 3.97102,  495.682,  35.4570, 27 Jun 2024, 10:40:01
 11.0001, 3.97165,  495.682,  35.4535, 27 Jun 2024, 10:50:01
 11.0246, 3.97444,  495.682,  35.4577, 27 Jun 2024, 11:00:01
 11.0282, 3.97522,  495.806,  35.4620, 27 Jun 2024, 11:10:01
 11.0385, 3.97594,  495.806,  35.4593, 27 Jun 2024, 11:20:01
 11.0600, 3.97765,  495.930,  35.4556, 27 Jun 2024, 11:30:01
 11.0823, 3.98114,  495.806,  35.4689, 27 Jun 2024, 11:40:01
 11.0888, 3.98204,  495.806,  35.4717, 27 Jun 2024, 11:50:01
 11.0750, 3.98126,  495.930,  35.4771, 27 Jun 2024, 12:00:01
 11.0959, 3.98308,  496.053,  35.4751, 27 Jun 2024, 12:10:01
 11.0998, 3.98308,  496.053,  35.4713, 27 Jun 2024, 12:20:01
 11.1149, 3.98568,  495.930,  35.4827, 27 Jun 2024, 12:30:01
 11.1059, 3.98402,  495.930,  35.4749, 27 Jun 2024, 12:40:01
 11.1079, 3.98452,  496.053,  35.4779, 27 Jun 2024, 12:50:01
 11.0923, 3.98253,  496.053,  35.4731, 27 Jun 2024, 13:00:01
 11.0912, 3.98239,  496.177,  35.4727, 27 Jun 2024, 13:10:01
 11.0865, 3.98190,  496.053,  35.4724, 27 Jun 2024, 13:20:01
 11.0804, 3.98096,  496.300,  35.4688, 27 Jun 2024, 13:30:01
 11.0816, 3.98109,  496.548,  35.4688, 27 Jun 2024, 13:40:01
 11.0853, 3.98157,  496.795,  35.4699, 27 Jun 2024, 13:50:01
 11.1006, 3.98334,  496.918,  35.4728, 27 Jun 2024, 14:00:01
 11.0953, 3.98283,  496.918,  35.4728, 27 Jun 2024, 14:10:01
 11.0788, 3.98156,  497.042,  35.4759, 27 Jun 2024, 14:20:01
 11.0840, 3.98155,  496.918,  35.4709, 27 Jun 2024, 14:30:01
 11.0855, 3.98179,  496.795,  35.4719, 27 Jun 2024, 14:40:01
 11.0723, 3.98075,  496.795,  35.4742, 27 Jun 2024, 14:50:01
 11.0491, 3.97892,  496.795,  35.4783, 27 Jun 2024, 15:00:01
 11.0811, 3.98119,  496.795,  35.4702, 27 Jun 2024, 15:10:01
 11.0561, 3.97832,  496.918,  35.4656, 27 Jun 2024, 15:20:01
 11.0492, 3.97781,  497.042,  35.4671, 27 Jun 2024, 15:30:01
 11.0491, 3.97780,  497.166,  35.4670, 27 Jun 2024, 15:40:01
 11.0541, 3.97804,  497.042,  35.4646, 27 Jun 2024, 15:50:01
 11.0917, 3.98239,  496.795,  35.4719, 27 Jun 2024, 16:00:01
 11.0879, 3.98194,  496.795,  35.4711, 27 Jun 2024, 16:10:01
 11.0925, 3.98246,  496.548,  35.4720, 27 Jun 2024, 16:20:01
 11.1014, 3.98354,  496.548,  35.4741, 27 Jun 2024, 16:30:01
 11.1001, 3.98335,  496.300,  35.4736, 27 Jun 2024, 16:40:01
 11.1061, 3.98398,  496.053,  35.4742, 27 Jun 2024, 16:50:01
 11.0949, 3.98276,  496.053,  35.4728, 27 Jun 2024, 17:00:01
 11.1099, 3.98450,  496.053,  35.4758, 27 Jun 2024, 17:10:01
 11.1038, 3.98376,  496.053,  35.4743, 27 Jun 2024, 17:20:01
 11.1157, 3.98513,  495.930,  35.4765, 27 Jun 2024, 17:30:01
 11.1233, 3.98608,  495.806,  35.4787, 27 Jun 2024, 17:40:01
 11.1126, 3.98493,  495.806,  35.4775, 27 Jun 2024, 17:50:01
 11.1073, 3.98411,  495.682,  35.4745, 27 Jun 2024, 18:00:01
 11.1216, 3.98584,  495.559,  35.4781, 27 Jun 2024, 18:10:01
 11.1358, 3.98746,  495.559,  35.4805, 27 Jun 2024, 18:20:01
 11.1365, 3.98756,  495.559,  35.4808, 27 Jun 2024, 18:30:01
 11.1307, 3.98702,  495.559,  35.4811, 27 Jun 2024, 18:40:01
 11.1365, 3.98757,  495.559,  35.4809, 27 Jun 2024, 18:50:01
 11.1403, 3.98790,  495.559,  35.4806, 27 Jun 2024, 19:00:01
 11.1532, 3.98953,  495.559,  35.4844, 27 Jun 2024, 19:10:01
 11.1567, 3.98994,  495.435,  35.4852, 27 Jun 2024, 19:20:01
 11.1519, 3.98935,  495.559,  35.4838, 27 Jun 2024, 19:30:01
 11.1520, 3.98940,  495.559,  35.4843, 27 Jun 2024, 19:40:01
 11.1399, 3.98815,  495.559,  35.4834, 27 Jun 2024, 19:50:01
 11.1419, 3.98826,  495.435,  35.4827, 27 Jun 2024, 20:00:01
 11.1450, 3.98844,  495.435,  35.4815, 27 Jun 2024, 20:10:01
 11.1508, 3.98923,  495.559,  35.4837, 27 Jun 2024, 20:20:01
 11.1544, 3.98976,  495.682,  35.4855, 27 Jun 2024, 20:30:01
 11.1521, 3.98951,  495.682,  35.4852, 27 Jun 2024, 20:40:01
 11.1459, 3.98872,  495.682,  35.4833, 27 Jun 2024, 20:50:01
 11.1449, 3.98854,  495.682,  35.4825, 27 Jun 2024, 21:00:01
 11.1469, 3.98879,  495.682,  35.4830, 27 Jun 2024, 21:10:01
 11.1467, 3.98875,  495.682,  35.4828, 27 Jun 2024, 21:20:01
 11.1451, 3.98861,  495.806,  35.4829, 27 Jun 2024, 21:30:01
 11.1360, 3.98747,  495.806,  35.4803, 27 Jun 2024, 21:40:01
 11.1349, 3.98748,  495.930,  35.4814, 27 Jun 2024, 21:50:01
 11.1369, 3.98761,  496.053,  35.4807, 27 Jun 2024, 22:00:01
 11.1371, 3.98772,  496.053,  35.4816, 27 Jun 2024, 22:10:01
 11.1327, 3.98726,  496.300,  35.4812, 27 Jun 2024, 22:20:01
 11.1352, 3.98746,  496.424,  35.4807, 27 Jun 2024, 22:30:01
 11.1318, 3.98715,  496.424,  35.4809, 27 Jun 2024, 22:40:01
 11.1327, 3.98697,  496.548,  35.4782, 27 Jun 2024, 22:50:01
 11.1412, 3.98818,  496.548,  35.4821, 27 Jun 2024, 23:00:01
 11.1357, 3.98750,  496.795,  35.4805, 27 Jun 2024, 23:10:01
 11.1352, 3.98732,  496.918,  35.4791, 27 Jun 2024, 23:20:01
 11.1086, 3.98530,  497.042,  35.4845, 27 Jun 2024, 23:30:01
 11.1016, 3.98356,  497.289,  35.4738, 27 Jun 2024, 23:40:01
 11.1160, 3.98546,  497.536,  35.4788, 27 Jun 2024, 23:50:01
 11.1246, 3.98608,  498.031,  35.4765, 28 Jun 2024, 00:00:01
 11.1314, 3.98725,  498.278,  35.4815, 28 Jun 2024, 00:10:01
 11.1290, 3.98688,  498.772,  35.4799, 28 Jun 2024, 00:20:01
 11.1244, 3.98638,  499.019,  35.4792, 28 Jun 2024, 00:30:01
 11.1299, 3.98697,  499.514,  35.4796, 28 Jun 2024, 00:40:01
 11.1308, 3.98719,  500.008,  35.4807, 28 Jun 2024, 00:50:01
 11.1169, 3.98572,  500.502,  35.4792, 28 Jun 2024, 01:00:01
 11.1078, 3.98464,  500.873,  35.4770, 28 Jun 2024, 01:10:01
 11.1082, 3.98471,  501.244,  35.4772, 28 Jun 2024, 01:20:01
 11.0995, 3.98388,  501.738,  35.4771, 28 Jun 2024, 01:30:01
 11.1160, 3.98563,  502.109,  35.4785, 28 Jun 2024, 01:40:01
 11.1158, 3.98528,  502.727,  35.4749, 28 Jun 2024, 01:50:01
 11.1244, 3.98618,  503.098,  35.4754, 28 Jun 2024, 02:00:01
 11.1212, 3.98646,  503.345,  35.4812, 28 Jun 2024, 02:10:01
 11.1304, 3.98670,  503.592,  35.4746, 28 Jun 2024, 02:20:01
 11.1267, 3.98690,  503.839,  35.4801, 28 Jun 2024, 02:30:01
 11.1277, 3.98687,  503.839,  35.4788, 28 Jun 2024, 02:40:01
 11.1335, 3.98771,  503.839,  35.4816, 28 Jun 2024, 02:50:01
 11.1205, 3.98608,  503.839,  35.4779, 28 Jun 2024, 03:00:01
 11.1262, 3.98678,  503.716,  35.4794, 28 Jun 2024, 03:10:01
 11.1327, 3.98746,  503.469,  35.4800, 28 Jun 2024, 03:20:01
 11.1421, 3.98856,  503.221,  35.4820, 28 Jun 2024, 03:30:01
 11.1497, 3.98900,  502.851,  35.4793, 28 Jun 2024, 03:40:01
 11.1508, 3.98942,  502.356,  35.4826, 28 Jun 2024, 03:50:01
 11.1520, 3.98959,  501.615,  35.4835, 28 Jun 2024, 04:00:01
 11.1544, 3.98997,  500.997,  35.4852, 28 Jun 2024, 04:10:01
 11.1487, 3.98910,  500.132,  35.4824, 28 Jun 2024, 04:20:01
 11.1419, 3.98870,  499.514,  35.4853, 28 Jun 2024, 04:30:01
 11.1402, 3.98820,  498.772,  35.4822, 28 Jun 2024, 04:40:01
 11.1469, 3.98873,  497.907,  35.4814, 28 Jun 2024, 04:50:01
 11.1481, 3.98892,  497.289,  35.4825, 28 Jun 2024, 05:00:01
 11.1488, 3.98918,  496.795,  35.4846, 28 Jun 2024, 05:10:01
 11.1326, 3.98709,  496.300,  35.4796, 28 Jun 2024, 05:20:01
 11.1436, 3.98839,  495.930,  35.4821, 28 Jun 2024, 05:30:01
 11.1355, 3.98741,  495.435,  35.4804, 28 Jun 2024, 05:40:01
 11.1343, 3.98739,  495.188,  35.4814, 28 Jun 2024, 05:50:01
 11.1438, 3.98837,  494.817,  35.4822, 28 Jun 2024, 06:00:01
 11.1363, 3.98763,  494.570,  35.4822, 28 Jun 2024, 06:10:01
 11.1357, 3.98761,  494.447,  35.4826, 28 Jun 2024, 06:20:01
 11.1211, 3.98590,  494.323,  35.4797, 28 Jun 2024, 06:30:01
 11.1200, 3.98552,  494.199,  35.4770, 28 Jun 2024, 06:40:01
