 11.3219, 3.99633,  239.976,  35.5031, 26 Jun 2024, 11:30:01
 11.3205, 3.99620,  240.594,  35.5029, 26 Jun 2024, 11:40:01
 11.2982, 3.99358,  241.212,  35.4980, 26 Jun 2024, 11:50:01
 11.2843, 3.99223,  241.830,  35.4977, 26 Jun 2024, 12:00:01
 11.2917, 3.99289,  242.324,  35.4969, 26 Jun 2024, 12:10:01
 11.3138, 3.99543,  242.942,  35.5006, 26 Jun 2024, 12:20:01
 11.2985, 3.99367,  243.684,  35.4975, 26 Jun 2024, 12:30:01
 11.2935, 3.99322,  244.302,  35.4976, 26 Jun 2024, 12:40:01
 11.2901, 3.99286,  244.796,  35.4971, 26 Jun 2024, 12:50:01
 11.2802, 3.99174,  245.414,  35.4952, 26 Jun 2024, 13:00:01
 11.2716, 3.99112,  246.032,  35.4970, 26 Jun 2024, 13:10:01
 11.2533, 3.98864,  246.773,  35.4897, 26 Jun 2024, 13:20:01
 11.2726, 3.99096,  247.268,  35.4939, 26 Jun 2024, 13:30:01
 11.2529, 3.98871,  247.638,  35.4904, 26 Jun 2024, 13:40:01
 11.2494, 3.98847,  247.638,  35.4913, 26 Jun 2024, 13:50:01
 11.2464, 3.98825,  247.515,  35.4921, 26 Jun 2024, 14:00:01
 11.2380, 3.98744,  247.144,  35.4923, 26 Jun 2024, 14:10:01
 11.2414, 3.98767,  246.526,  35.4916, 26 Jun 2024, 14:20:01
 11.2387, 3.98744,  246.279,  35.4920, 26 Jun 2024, 14:30:01
 11.2392, 3.98742,  245.661,  35.4916, 26 Jun 2024, 14:40:01
 11.2313, 3.98662,  245.290,  35.4914, 26 Jun 2024, 14:50:01
 11.2333, 3.98673,  245.043,  35.4907, 26 Jun 2024, 15:00:01
 11.2336, 3.98683,  244.672,  35.4916, 26 Jun 2024, 15:10:01
 11.2246, 3.98582,  244.178,  35.4904, 26 Jun 2024, 15:20:01
 11.2313, 3.98656,  243.807,  35.4915, 26 Jun 2024, 15:30:01
 11.2322, 3.98659,  243.313,  35.4911, 26 Jun 2024, 15:40:01
 11.2330, 3.98664,  242.448,  35.4912, 26 Jun 2024, 15:50:01
 11.2356, 3.98692,  241.706,  35.4919, 26 Jun 2024, 16:00:01
 11.2558, 3.98904,  241.212,  35.4937, 26 Jun 2024, 16:10:01
 11.2610, 3.98963,  241.088,  35.4946, 26 Jun 2024, 16:20:01
 11.2597, 3.98956,  240.594,  35.4954, 26 Jun 2024, 16:30:01
 11.2599, 3.98952,  240.100,  35.4950, 26 Jun 2024, 16:40:01
 11.2545, 3.98897,  240.223,  35.4947, 26 Jun 2024, 16:50:01
 11.2550, 3.98897,  239.852,  35.4944, 26 Jun 2024, 17:00:01
 11.2552, 3.98897,  239.605,  35.4943, 26 Jun 2024, 17:10:01
 11.2571, 3.98922,  239.358,  35.4951, 26 Jun 2024, 17:20:01
 11.2566, 3.98916,  238.987,  35.4951, 26 Jun 2024, 17:30:01
 11.2462, 3.98810,  238.987,  35.4946, 26 Jun 2024, 17:40:01
 11.2461, 3.98804,  238.617,  35.4943, 26 Jun 2024, 17:50:01
 11.2498, 3.98838,  238.740,  35.4940, 26 Jun 2024, 18:00:01
 11.2607, 3.98937,  238.617,  35.4934, 26 Jun 2024, 18:10:01
 11.2666, 3.99011,  238.617,  35.4951, 26 Jun 2024, 18:20:01
 11.2932, 3.99290,  238.369,  35.4974, 26 Jun 2024, 18:30:01
 11.3025, 3.99408,  238.369,  35.5001, 26 Jun 2024, 18:40:01
 11.2943, 3.99324,  238.246,  35.4998, 26 Jun 2024, 18:50:01
 11.2714, 3.99071,  237.999,  35.4967, 26 Jun 2024, 19:00:01
 11.2683, 3.99009,  237.999,  35.4936, 26 Jun 2024, 19:10:01
 11.2678, 3.99018,  237.875,  35.4950, 26 Jun 2024, 19:20:01
 11.2708, 3.99060,  237.999,  35.4962, 26 Jun 2024, 19:30:01
 11.2793, 3.99163,  237.999,  35.4983, 26 Jun 2024, 19:40:01
 11.2836, 3.99195,  238.122,  35.4973, 26 Jun 2024, 19:50:01
 11.2857, 3.99223,  238.246,  35.4980, 26 Jun 2024, 20:00:01
 11.2838, 3.99209,  238.369,  35.4984, 26 Jun 2024, 20:10:01
 11.2866, 3.99233,  238.246,  35.4981, 26 Jun 2024, 20:20:01
 11.2909, 3.99271,  238.122,  35.4978, 26 Jun 2024, 20:30:01
 11.2939, 3.99323,  238.122,  35.5001, 26 Jun 2024, 20:40:01
 11.2896, 3.99261,  237.999,  35.4981, 26 Jun 2024, 20:50:01
 11.2867, 3.99235,  237.999,  35.4983, 26 Jun 2024, 21:00:01
 11.2859, 3.99226,  237.999,  35.4982, 26 Jun 2024, 21:10:01
 11.2880, 3.99254,  237.875,  35.4990, 26 Jun 2024, 21:20:01
 11.2918, 3.99305,  238.246,  35.5003, 26 Jun 2024, 21:30:01
 11.2957, 3.99335,  238.122,  35.4996, 26 Jun 2024, 21:40:01
 11.2891, 3.99259,  238.122,  35.4983, 26 Jun 2024, 21:50:01
 11.2949, 3.99315,  238.122,  35.4983, 26 Jun 2024, 22:00:01
 11.2943, 3.99316,  237.999,  35.4991, 26 Jun 2024, 22:10:01
 11.2973, 3.99349,  238.246,  35.4994, 26 Jun 2024, 22:20:01
 11.2940, 3.99311,  238.493,  35.4986, 26 Jun 2024, 22:30:01
 11.3023, 3.99397,  238.740,  35.4991, 26 Jun 2024, 22:40:01
 11.2915, 3.99293,  238.987,  35.4990, 26 Jun 2024, 22:50:01
 11.2798, 3.99165,  239.358,  35.4974, 26 Jun 2024, 23:00:01
 11.2762, 3.99148,  239.976,  35.4989, 26 Jun 2024, 23:10:01
 11.2708, 3.99079,  240.470,  35.4970, 26 Jun 2024, 23:20:01
 11.2656, 3.99045,  241.088,  35.4984, 26 Jun 2024, 23:30:01
 11.2620, 3.98990,  241.583,  35.4961, 26 Jun 2024, 23:40:01
 11.2611, 3.98982,  242.324,  35.4959, 26 Jun 2024, 23:50:01
 11.2467, 3.98820,  243.066,  35.4933, 27 Jun 2024, 00:00:01
 11.2438, 3.98789,  244.178,  35.4925, 27 Jun 2024, 00:10:01
 11.2468, 3.98829,  245.043,  35.4932, 27 Jun 2024, 00:20:01
 11.2446, 3.98812,  245.661,  35.4934, 27 Jun 2024, 00:30:01
 11.2344, 3.98710,  246.403,  35.4927, 27 Jun 2024, 00:40:01
 11.2394, 3.98756,  246.897,  35.4922, 27 Jun 2024, 00:50:01
 11.2317, 3.98678,  247.391,  35.4917, 27 Jun 2024, 01:00:01
 11.2461, 3.98837,  247.762,  35.4935, 27 Jun 2024, 01:10:01
 11.2789, 3.99186,  248.009,  35.4965, 27 Jun 2024, 01:20:01
 11.2728, 3.99123,  248.133,  35.4960, 27 Jun 2024, 01:30:01
 11.2743, 3.99149,  248.256,  35.4971, 27 Jun 2024, 01:40:01
 11.2530, 3.98920,  248.380,  35.4948, 27 Jun 2024, 01:50:01
 11.2366, 3.98768,  248.504,  35.4954, 27 Jun 2024, 02:00:01
 11.2210, 3.98575,  248.380,  35.4913, 27 Jun 2024, 02:10:01
 11.2187, 3.98544,  248.256,  35.4905, 27 Jun 2024, 02:20:01
 11.2159, 3.98517,  248.009,  35.4906, 27 Jun 2024, 02:30:01
 11.2020, 3.98362,  247.886,  35.4886, 27 Jun 2024, 02:40:01
 11.2020, 3.98365,  247.515,  35.4891, 27 Jun 2024, 02:50:01
 11.2051, 3.98395,  247.021,  35.4893, 27 Jun 2024, 03:00:01
 11.2010, 3.98355,  246.403,  35.4895, 27 Jun 2024, 03:10:01
 11.2052, 3.98393,  245.538,  35.4897, 27 Jun 2024, 03:20:01
 11.1984, 3.98325,  244.796,  35.4898, 27 Jun 2024, 03:30:01
 11.1963, 3.98302,  244.054,  35.4898, 27 Jun 2024, 03:40:01
 11.1922, 3.98262,  243.437,  35.4901, 27 Jun 2024, 03:50:01
 11.1945, 3.98285,  242.942,  35.4904, 27 Jun 2024, 04:00:01
 11.1926, 3.98268,  242.324,  35.4908, 27 Jun 2024, 04:10:01
 11.1844, 3.70033,  241.459,  32.7043, 27 Jun 2024, 04:20:01
 11.1874, 3.98186,  241.212,  35.4881, 27 Jun 2024, 04:30:01
 11.1882, 3.98191,  240.718,  35.4881, 27 Jun 2024, 04:40:01
 11.1932, 3.98240,  240.100,  35.4884, 27 Jun 2024, 04:50:01
 11.1892, 3.98199,  239.605,  35.4884, 27 Jun 2024, 05:00:01
 11.1879, 3.98188,  239.111,  35.4888, 27 Jun 2024, 05:10:01
 11.1931, 3.98237,  238.864,  35.4888, 27 Jun 2024, 05:20:01
 11.1983, 3.98281,  238.617,  35.4883, 27 Jun 2024, 05:30:01
 11.1978, 3.98281,  238.246,  35.4889, 27 Jun 2024, 05:40:01
 11.1942, 3.98233,  237.628,  35.4879, 27 Jun 2024, 05:50:01
 11.1915, 3.98216,  237.133,  35.4890, 27 Jun 2024, 06:00:01
 11.1883, 3.98181,  236.886,  35.4887, 27 Jun 2024, 06:10:01
 11.1894, 3.98191,  236.639,  35.4888, 27 Jun 2024, 06:20:01
 11.1909, 3.98203,  236.515,  35.4886, 27 Jun 2024, 06:30:01
 11.1921, 3.98215,  236.515,  35.4886, 27 Jun 2024, 06:40:01
 11.1920, 3.98211,  236.392,  35.4883, 27 Jun 2024, 06:50:01
 11.1896, 3.98187,  236.392,  35.4883, 27 Jun 2024, 07:00:01
 11.1884, 3.98177,  236.268,  35.4885, 27 Jun 2024, 07:10:01
 11.1870, 3.98177,  236.515,  35.4897, 27 Jun 2024, 07:20:01
 11.1871, 3.98170,  236.639,  35.4889, 27 Jun 2024, 07:30:01
 11.1874, 3.98169,  236.515,  35.4885, 27 Jun 2024, 07:40:01
 11.1878, 3.98177,  236.639,  35.4889, 27 Jun 2024, 07:50:01
 11.1871, 3.98174,  236.639,  35.4893, 27 Jun 2024, 08:00:01
 11.1852, 3.98154,  236.886,  35.4890, 27 Jun 2024, 08:10:01
 11.1855, 3.98158,  237.010,  35.4891, 27 Jun 2024, 08:20:01
 11.1900, 3.98193,  237.010,  35.4882, 27 Jun 2024, 08:30:01
 11.1925, 3.98221,  237.257,  35.4885, 27 Jun 2024, 08:40:01
 11.1950, 3.98245,  237.504,  35.4883, 27 Jun 2024, 08:50:01
 11.1988, 3.98285,  237.628,  35.4886, 27 Jun 2024, 09:00:01
 11.1994, 3.98288,  237.751,  35.4883, 27 Jun 2024, 09:10:01
 11.2043, 3.98340,  237.875,  35.4887, 27 Jun 2024, 09:20:01
 11.2104, 3.98401,  237.999,  35.4888, 27 Jun 2024, 09:30:01
 11.2117, 3.98409,  237.999,  35.4884, 27 Jun 2024, 09:40:01
 11.2143, 3.98444,  237.999,  35.4893, 27 Jun 2024, 09:50:01
 11.2120, 3.98419,  237.875,  35.4891, 27 Jun 2024, 10:00:01
 11.2083, 3.98385,  237.751,  35.4894, 27 Jun 2024, 10:10:01
 11.2120, 3.98418,  237.875,  35.4890, 27 Jun 2024, 10:20:01
 11.2029, 3.98330,  237.751,  35.4891, 27 Jun 2024, 10:30:01
 11.1968, 3.98277,  237.751,  35.4897, 27 Jun 2024, 10:40:01
 11.2030, 3.98323,  237.751,  35.4883, 27 Jun 2024, 10:50:01
 11.2072, 3.98362,  237.999,  35.4880, 27 Jun 2024, 11:00:01
 11.1983, 3.98303,  237.999,  35.4907, 27 Jun 2024, 11:10:01
 11.1957, 3.98260,  237.999,  35.4889, 27 Jun 2024, 11:20:01
 11.1936, 3.98234,  237.999,  35.4884, 27 Jun 2024, 11:30:01
 11.1956, 3.98258,  237.875,  35.4889, 27 Jun 2024, 11:40:01
 11.1942, 3.98244,  238.122,  35.4887, 27 Jun 2024, 11:50:01
 11.1941, 3.98245,  238.246,  35.4889, 27 Jun 2024, 12:00:01
 11.1947, 3.98254,  238.493,  35.4891, 27 Jun 2024, 12:10:01
 11.1991, 3.98286,  238.493,  35.4880, 27 Jun 2024, 12:20:01
 11.1971, 3.98252,  238.246,  35.4867, 27 Jun 2024, 12:30:01
 11.1994, 3.98293,  237.999,  35.4887, 27 Jun 2024, 12:40:01
 11.1996, 3.98299,  238.122,  35.4890, 27 Jun 2024, 12:50:01
 11.2042, 3.98348,  237.999,  35.4895, 27 Jun 2024, 13:00:01
 11.2134, 3.98423,  238.246,  35.4880, 27 Jun 2024, 13:10:01
 11.2136, 3.98433,  238.246,  35.4888, 27 Jun 2024, 13:20:01
 11.2200, 3.98500,  238.369,  35.4893, 27 Jun 2024, 13:30:01
 11.2178, 3.98479,  238.740,  35.4891, 27 Jun 2024, 13:40:01
 11.2167, 3.98470,  238.987,  35.4892, 27 Jun 2024, 13:50:01
 11.2088, 3.98397,  239.111,  35.4895, 27 Jun 2024, 14:00:01
 11.2130, 3.98425,  239.111,  35.4882, 27 Jun 2024, 14:10:01
 11.2116, 3.98422,  238.987,  35.4893, 27 Jun 2024, 14:20:01
 11.2116, 3.98416,  238.740,  35.4888, 27 Jun 2024, 14:30:01
 11.2110, 3.98408,  238.617,  35.4887, 27 Jun 2024, 14:40:01
 11.2046, 3.98344,  238.617,  35.4885, 27 Jun 2024, 14:50:01
 11.2050, 3.98348,  238.617,  35.4885, 27 Jun 2024, 15:00:01
 11.1946, 3.98248,  238.617,  35.4885, 27 Jun 2024, 15:10:01
 11.1937, 3.98234,  238.740,  35.4879, 27 Jun 2024, 15:20:01
 11.1891, 3.98181,  238.987,  35.4870, 27 Jun 2024, 15:30:01
 11.1822, 3.98132,  238.987,  35.4888, 27 Jun 2024, 15:40:01
 11.1816, 3.98102,  238.864,  35.4864, 27 Jun 2024, 15:50:01
 11.1751, 3.98043,  238.617,  35.4869, 27 Jun 2024, 16:00:01
 11.1744, 3.98023,  238.493,  35.4856, 27 Jun 2024, 16:10:01
 11.1852, 3.98135,  238.246,  35.4865, 27 Jun 2024, 16:20:01
 11.1882, 3.98177,  238.122,  35.4878, 27 Jun 2024, 16:30:01
 11.1853, 3.98171,  237.875,  35.4902, 27 Jun 2024, 16:40:01
 11.1887, 3.98195,  237.751,  35.4893, 27 Jun 2024, 16:50:01
 11.1920, 3.98221,  237.504,  35.4888, 27 Jun 2024, 17:00:01
 11.1946, 3.98260,  237.504,  35.4902, 27 Jun 2024, 17:10:01
 11.1934, 3.98249,  237.381,  35.4903, 27 Jun 2024, 17:20:01
 11.1938, 3.98243,  237.257,  35.4894, 27 Jun 2024, 17:30:01
 11.1947, 3.98251,  237.133,  35.4894, 27 Jun 2024, 17:40:01
 11.1950, 3.98255,  237.133,  35.4895, 27 Jun 2024, 17:50:01
 11.1879, 3.98177,  236.886,  35.4887, 27 Jun 2024, 18:00:01
 11.1860, 3.98155,  236.763,  35.4884, 27 Jun 2024, 18:10:01
 11.1860, 3.98143,  236.886,  35.4871, 27 Jun 2024, 18:20:01
 11.1811, 3.98093,  236.763,  35.4869, 27 Jun 2024, 18:30:01
 11.1808, 3.98093,  236.763,  35.4872, 27 Jun 2024, 18:40:01
 11.1826, 3.98110,  236.763,  35.4872, 27 Jun 2024, 18:50:01
 11.1867, 3.98150,  236.639,  35.4873, 27 Jun 2024, 19:00:01
 11.1919, 3.98214,  236.639,  35.4886, 27 Jun 2024, 19:10:01
 11.1896, 3.98185,  236.639,  35.4880, 27 Jun 2024, 19:20:01
 11.1857, 3.98145,  236.639,  35.4877, 27 Jun 2024, 19:30:01
 11.1801, 3.98085,  236.639,  35.4872, 27 Jun 2024, 19:40:01
 11.1851, 3.98139,  236.639,  35.4877, 27 Jun 2024, 19:50:01
 11.1854, 3.98144,  236.639,  35.4879, 27 Jun 2024, 20:00:01
 11.1870, 3.98147,  236.639,  35.4867, 27 Jun 2024, 20:10:01
 11.1875, 3.98166,  236.763,  35.4880, 27 Jun 2024, 20:20:01
 11.1829, 3.98103,  236.886,  35.4861, 27 Jun 2024, 20:30:01
 11.1820, 3.98095,  237.010,  35.4861, 27 Jun 2024, 20:40:01
 11.1799, 3.98074,  237.133,  35.4860, 27 Jun 2024, 20:50:01
 11.1787, 3.98057,  237.010,  35.4855, 27 Jun 2024, 21:00:01
 11.1772, 3.98038,  237.133,  35.4850, 27 Jun 2024, 21:10:01
 11.1808, 3.98084,  237.133,  35.4862, 27 Jun 2024, 21:20:01
 11.1808, 3.98110,  237.257,  35.4887, 27 Jun 2024, 21:30:01
 11.1797, 3.98110,  237.504,  35.4896, 27 Jun 2024, 21:40:01
 11.1766, 3.98089,  237.751,  35.4904, 27 Jun 2024, 21:50:01
 11.1764, 3.98092,  237.999,  35.4908, 27 Jun 2024, 22:00:01
 11.1775, 3.98103,  238.122,  35.4908, 27 Jun 2024, 22:10:01
 11.1781, 3.98103,  238.369,  35.4901, 27 Jun 2024, 22:20:01
 11.1792, 3.98110,  238.740,  35.4896, 27 Jun 2024, 22:30:01
 11.1801, 3.98120,  238.740,  35.4897, 27 Jun 2024, 22:40:01
 11.1809, 3.98125,  238.987,  35.4893, 27 Jun 2024, 22:50:01
 11.1819, 3.98137,  239.234,  35.4894, 27 Jun 2024, 23:00:01
 11.1821, 3.98146,  239.482,  35.4900, 27 Jun 2024, 23:10:01
 11.1844, 3.98152,  239.482,  35.4884, 27 Jun 2024, 23:20:01
 11.1833, 3.98148,  239.729,  35.4890, 27 Jun 2024, 23:30:01
 11.1858, 3.98176,  240.100,  35.4892, 27 Jun 2024, 23:40:01
 11.1886, 3.98208,  240.594,  35.4894, 27 Jun 2024, 23:50:01
 11.1924, 3.98266,  241.088,  35.4913, 28 Jun 2024, 00:00:01
 11.1928, 3.98268,  241.583,  35.4909, 28 Jun 2024, 00:10:01
 11.1974, 3.98321,  241.953,  35.4916, 28 Jun 2024, 00:20:01
 11.1982, 3.98337,  242.571,  35.4921, 28 Jun 2024, 00:30:01
 11.1964, 3.98316,  243.066,  35.4916, 28 Jun 2024, 00:40:01
 11.1920, 3.98282,  243.684,  35.4921, 28 Jun 2024, 00:50:01
 11.1821, 3.98161,  244.302,  35.4894, 28 Jun 2024, 01:00:01
 11.1922, 3.98270,  244.672,  35.4903, 28 Jun 2024, 01:10:01
 11.1950, 3.98315,  245.167,  35.4919, 28 Jun 2024, 01:20:01
 11.2027, 3.98380,  245.785,  35.4907, 28 Jun 2024, 01:30:01
 11.2016, 3.98366,  246.279,  35.4901, 28 Jun 2024, 01:40:01
 11.2032, 3.98387,  246.773,  35.4904, 28 Jun 2024, 01:50:01
 11.2011, 3.98362,  247.268,  35.4897, 28 Jun 2024, 02:00:01
 11.1952, 3.98314,  247.515,  35.4905, 28 Jun 2024, 02:10:01
 11.1888, 3.98237,  247.762,  35.4889, 28 Jun 2024, 02:20:01
 11.1891, 3.98243,  248.133,  35.4891, 28 Jun 2024, 02:30:01
 11.1829, 3.98195,  248.009,  35.4903, 28 Jun 2024, 02:40:01
 11.1806, 3.98161,  247.886,  35.4892, 28 Jun 2024, 02:50:01
 11.1721, 3.98057,  247.638,  35.4871, 28 Jun 2024, 03:00:01
 11.1749, 3.98097,  247.391,  35.4885, 28 Jun 2024, 03:10:01
 11.1793, 3.98135,  247.144,  35.4882, 28 Jun 2024, 03:20:01
 11.1806, 3.98142,  246.650,  35.4879, 28 Jun 2024, 03:30:01
 11.1913, 3.98251,  246.032,  35.4887, 28 Jun 2024, 03:40:01
 11.1836, 3.98174,  245.290,  35.4888, 28 Jun 2024, 03:50:01
 11.1862, 3.98195,  244.302,  35.4888, 28 Jun 2024, 04:00:01
 11.1963, 3.98287,  243.313,  35.4887, 28 Jun 2024, 04:10:01
 11.1940, 3.98259,  242.448,  35.4885, 28 Jun 2024, 04:20:01
 11.2000, 3.98314,  241.583,  35.4886, 28 Jun 2024, 04:30:01
 11.1980, 3.98289,  240.594,  35.4885, 28 Jun 2024, 04:40:01
 11.1974, 3.98293,  239.729,  35.4898, 28 Jun 2024, 04:50:01
 11.1982, 3.98292,  238.987,  35.4893, 28 Jun 2024, 05:00:01
 11.1955, 3.98260,  238.369,  35.4890, 28 Jun 2024, 05:10:01
 11.1941, 3.98236,  237.751,  35.4882, 28 Jun 2024, 05:20:01
 11.2009, 3.98301,  237.257,  35.4883, 28 Jun 2024, 05:30:01
 11.2021, 3.98314,  236.763,  35.4887, 28 Jun 2024, 05:40:01
 11.2008, 3.98305,  236.392,  35.4892, 28 Jun 2024, 05:50:01
 11.2012, 3.98293,  235.898,  35.4879, 28 Jun 2024, 06:00:01
 11.1999, 3.98279,  235.527,  35.4879, 28 Jun 2024, 06:10:01
 11.2036, 3.98314,  235.403,  35.4879, 28 Jun 2024, 06:20:01
 11.2032, 3.98326,  235.280,  35.4895, 28 Jun 2024, 06:30:01
 11.1972, 3.98259,  235.280,  35.4886, 28 Jun 2024, 06:40:01
